epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.537918,0.537918,0.531114,0.856531,0.856531,0.648637
1,0.404186,0.404186,0.458159,0.813533,0.813533,0.630765
2,0.382900,0.382900,0.444190,0.762279,0.762279,0.608428
3,0.371395,0.371395,0.436208,0.753839,0.753839,0.601561
4,0.362407,0.362407,0.429826,0.743062,0.743062,0.598298
5,0.355679,0.355679,0.425690,0.729786,0.729786,0.591795
6,0.351799,0.351799,0.423107,0.722882,0.722882,0.588023
7,0.346868,0.346868,0.419697,0.732126,0.732126,0.592414
8,0.342684,0.342684,0.417124,0.724128,0.724128,0.589747
9,0.339990,0.339990,0.415696,0.727377,0.727377,0.588613
10,0.335664,0.335664,0.412607,0.728519,0.728519,0.588195
11,0.334335,0.334335,0.411775,0.736312,0.736312,0.592133
12,0.333027,0.333027,0.411108,0.735464,0.735464,0.589963
