epoch,train_loss,train_ce,train_mse,train_distill,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.207353,2.206480,0.087334,0.155509,2.223110,2.222340,0.076952,0.150721,"tensor(0.0676, device='cuda:1')","tensor([0.0323, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:1')","tensor(0.0203, device='cuda:1')","tensor(0.0628, device='cuda:1')"
1,2.038779,2.037962,0.081678,0.146442,1.820625,1.819862,0.076341,0.120801,"tensor(0.7703, device='cuda:1')","tensor([1.0000, 0.9714, 0.8295, 0.8409, 0.8621, 1.0000, 1.0000, 0.0200, 0.6897],
       device='cuda:1')","tensor(0.7376, device='cuda:1')","tensor(0.8238, device='cuda:1')"
2,1.699630,1.698791,0.083859,0.137957,1.367619,1.366762,0.085668,0.126759,"tensor(0.8568, device='cuda:1')","tensor([1.0000, 0.9429, 0.9545, 0.9318, 1.0000, 1.0000, 1.0000, 0.2000, 0.8621],
       device='cuda:1')","tensor(0.8390, device='cuda:1')","tensor(0.8780, device='cuda:1')"
3,1.371571,1.370665,0.090616,0.137695,1.004290,1.003413,0.087705,0.135866,"tensor(0.9000, device='cuda:1')","tensor([0.9355, 0.9429, 0.9545, 0.9773, 1.0000, 1.0000, 1.0000, 0.4600, 0.9655],
       device='cuda:1')","tensor(0.8948, device='cuda:1')","tensor(0.9093, device='cuda:1')"
4,1.042813,1.041892,0.092053,0.139880,0.707601,0.706710,0.089056,0.137500,"tensor(0.9135, device='cuda:1')","tensor([0.9032, 0.9429, 0.9318, 0.9091, 1.0000, 1.0000, 1.0000, 0.6800, 0.9655],
       device='cuda:1')","tensor(0.9144, device='cuda:1')","tensor(0.9239, device='cuda:1')"
5,0.784690,0.783809,0.088080,0.142190,0.494728,0.493846,0.088178,0.138322,"tensor(0.9243, device='cuda:1')","tensor([0.8387, 0.9714, 0.9545, 0.8864, 1.0000, 1.0000, 0.9750, 0.7600, 1.0000],
       device='cuda:1')","tensor(0.9233, device='cuda:1')","tensor(0.9315, device='cuda:1')"
6,0.631984,0.631142,0.084123,0.144352,0.381391,0.380522,0.086995,0.139364,"tensor(0.9162, device='cuda:1')","tensor([0.9677, 0.9429, 0.9432, 0.9318, 1.0000, 1.0000, 0.9750, 0.6200, 1.0000],
       device='cuda:1')","tensor(0.9163, device='cuda:1')","tensor(0.9265, device='cuda:1')"
7,0.559898,0.559038,0.086034,0.145557,0.250720,0.249918,0.080216,0.142802,"tensor(0.9703, device='cuda:1')","tensor([1.0000, 0.9714, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.9000, 0.9655],
       device='cuda:1')","tensor(0.9712, device='cuda:1')","tensor(0.9689, device='cuda:1')"
8,0.528955,0.528147,0.080782,0.146822,0.221044,0.220228,0.081636,0.141688,"tensor(0.9649, device='cuda:1')","tensor([0.9355, 0.8857, 1.0000, 0.9545, 1.0000, 1.0000, 0.9750, 0.9400, 0.9655],
       device='cuda:1')","tensor(0.9646, device='cuda:1')","tensor(0.9685, device='cuda:1')"
9,0.513569,0.512758,0.081096,0.144628,0.177395,0.176623,0.077186,0.141623,"tensor(0.9811, device='cuda:1')","tensor([0.9677, 0.9429, 1.0000, 0.9318, 1.0000, 1.0000, 1.0000, 0.9800, 1.0000],
       device='cuda:1')","tensor(0.9791, device='cuda:1')","tensor(0.9789, device='cuda:1')"
10,0.505511,0.504748,0.076214,0.145252,0.201177,0.200456,0.072056,0.142750,"tensor(0.9757, device='cuda:1')","tensor([0.9677, 0.9429, 0.9659, 1.0000, 1.0000, 1.0000, 1.0000, 0.9400, 1.0000],
       device='cuda:1')","tensor(0.9738, device='cuda:1')","tensor(0.9715, device='cuda:1')"
11,0.498944,0.498229,0.071559,0.143779,0.186410,0.185722,0.068754,0.141306,"tensor(0.9757, device='cuda:1')","tensor([1.0000, 0.8857, 0.9886, 1.0000, 1.0000, 1.0000, 1.0000, 0.9400, 0.9655],
       device='cuda:1')","tensor(0.9738, device='cuda:1')","tensor(0.9744, device='cuda:1')"
