loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.431947,0.412615,0.430837,147.74 M Ops,16.43 M Ops,5.29 M Ops,0.7770 M,0.4270 %,39.12 uJ,0.557647,0.520476,0.736393
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.432710,0.414890,0.431472,147.74 M Ops,11.93 M Ops,5.29 M Ops,0.7770 M,0.4398 %,35.07 uJ,0.562461,0.522523,0.734940
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.432618,0.413808,0.431519,147.74 M Ops,18.78 M Ops,5.29 M Ops,0.7770 M,0.4410 %,41.23 uJ,0.558210,0.521598,0.735631
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.428689,0.407010,0.427571,154.94 M Ops,20.54 M Ops,5.05 M Ops,0.7770 M,0.4125 %,41.70 uJ,0.555209,0.520394,0.739974
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.430903,0.411808,0.429755,154.94 M Ops,20.55 M Ops,5.05 M Ops,0.7770 M,0.4116 %,41.71 uJ,0.556842,0.520168,0.736909
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.432205,0.414719,0.431063,154.94 M Ops,20.41 M Ops,5.05 M Ops,0.7770 M,0.4086 %,41.58 uJ,0.561980,0.521054,0.735049
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.430125,0.409719,0.429004,154.94 M Ops,20.52 M Ops,5.05 M Ops,0.7770 M,0.4125 %,41.68 uJ,0.557436,0.520501,0.738243
