snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.389512,0.391102,0.389612,208.18 M Ops,25.15 M Ops,20.32 M Ops,0.6292 M,0.4907 %,116.12 uJ,0.430872,0.413428,0.645851
