epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.650357,0.650357,0.586435,1.310793,1.310793,0.810532
1,0.550643,0.550643,0.536507,1.209891,1.209891,0.768746
2,0.523124,0.523124,0.522675,1.212852,1.212852,0.772594
3,0.510744,0.510744,0.516981,1.198410,1.198410,0.769140
4,0.503295,0.503295,0.514343,1.227820,1.227820,0.781730
5,0.497776,0.497776,0.513167,1.228717,1.228717,0.781579
6,0.491825,0.491825,0.510596,1.216548,1.216548,0.777968
7,0.485974,0.485974,0.507944,1.247796,1.247796,0.793769
8,0.483919,0.483919,0.506928,1.246246,1.246246,0.792623
9,0.480815,0.480815,0.505422,1.240748,1.240748,0.787422
