step,mae,mse
0,0.100869,0.033261
1,0.126317,0.047942
2,0.142036,0.057967
3,0.152939,0.065705
4,0.161677,0.072048
5,0.169388,0.078257
6,0.176328,0.083541
7,0.182304,0.088360
8,0.187366,0.093123
9,0.192813,0.098248
10,0.198056,0.103039
11,0.202600,0.107424
12,0.206211,0.111093
13,0.210312,0.114835
14,0.213102,0.117666
15,0.216357,0.120713
16,0.219743,0.124046
17,0.223393,0.127547
18,0.227153,0.131479
19,0.229998,0.134492
20,0.233019,0.137545
21,0.235607,0.140056
22,0.238288,0.143059
23,0.239943,0.145186
24,0.241589,0.147338
25,0.242903,0.149300
26,0.245919,0.153262
27,0.246615,0.154419
28,0.248478,0.156354
29,0.249789,0.158498
30,0.252056,0.161202
31,0.253641,0.163661
32,0.254905,0.165359
33,0.256558,0.167149
34,0.256910,0.168553
35,0.258479,0.170829
36,0.259181,0.172671
37,0.260830,0.175201
38,0.262395,0.178248
39,0.264122,0.180613
40,0.264519,0.181222
41,0.265677,0.183002
42,0.265904,0.183973
43,0.266887,0.185397
44,0.268651,0.186847
45,0.268478,0.187767
46,0.269169,0.189399
47,0.269904,0.190673
48,0.272005,0.193160
49,0.272969,0.194949
50,0.273959,0.196982
51,0.274934,0.198753
52,0.275325,0.199546
53,0.277987,0.202995
54,0.277446,0.203473
55,0.277845,0.204123
56,0.277891,0.204691
57,0.278686,0.206345
58,0.279339,0.207095
59,0.279787,0.208813
60,0.279989,0.208751
61,0.280927,0.210001
62,0.281143,0.210554
63,0.282842,0.213143
64,0.281592,0.212157
65,0.282293,0.214094
66,0.281917,0.214196
67,0.282306,0.215553
68,0.283009,0.217562
69,0.284085,0.218650
70,0.283512,0.218899
71,0.284520,0.220662
72,0.284719,0.221828
73,0.283740,0.221298
74,0.283636,0.221430
75,0.285535,0.224526
76,0.285528,0.225024
77,0.285570,0.226125
78,0.284432,0.224700
79,0.284305,0.225065
80,0.284084,0.225016
81,0.285107,0.226071
82,0.286068,0.227504
83,0.284659,0.226583
84,0.285247,0.227342
85,0.285215,0.227294
86,0.287128,0.230041
87,0.285643,0.228566
88,0.287660,0.230730
89,0.286977,0.230444
90,0.288092,0.231587
91,0.286357,0.230267
92,0.287343,0.231403
93,0.287876,0.232564
94,0.288538,0.233068
95,0.289454,0.234481
