epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.535365,0.346432,0.533688,0.183596,0.000006,0.349973,0.211072,0.629184,0.132609,0.211045,0.311884
1,0.358055,0.226584,0.614917,0.125322,0.000007,0.302078,0.178767,0.602537,0.117286,0.178792,0.282273
2,0.325692,0.207441,0.599846,0.112253,0.000009,0.280147,0.168272,0.585089,0.106024,0.168279,0.270883
3,0.308892,0.198953,0.565769,0.104280,0.000008,0.270815,0.163572,0.545259,0.101790,0.163566,0.264827
4,0.302298,0.194632,0.540334,0.102262,0.000006,0.267003,0.160373,0.526064,0.101369,0.160389,0.261039
5,0.299672,0.192026,0.525304,0.102393,0.000005,0.264621,0.158296,0.518402,0.101140,0.158311,0.258552
6,0.296450,0.190125,0.522751,0.101097,0.000004,0.262086,0.156675,0.519825,0.100213,0.156638,0.256651
7,0.295875,0.188634,0.526078,0.101980,0.000003,0.263095,0.156001,0.522525,0.101869,0.155961,0.255362
8,0.296333,0.187466,0.531744,0.103549,0.000002,0.263262,0.154234,0.531754,0.103710,0.154245,0.253436
9,0.298192,0.186609,0.540040,0.106183,0.000002,0.266883,0.154083,0.541217,0.107388,0.154088,0.252993
10,0.299506,0.185886,0.545865,0.108161,0.000002,0.266583,0.153581,0.541689,0.107585,0.153573,0.252391
11,0.299869,0.185806,0.546700,0.108596,0.000001,0.267087,0.153513,0.542319,0.108151,0.153522,0.252286
12,0.300317,0.185749,0.547833,0.109090,0.000001,0.267602,0.153537,0.542701,0.108638,0.153505,0.252275
13,0.300770,0.185699,0.549011,0.109581,0.000001,0.267990,0.153312,0.545699,0.109220,0.153312,0.252109
14,0.300987,0.185632,0.549866,0.109857,0.000001,0.268057,0.153361,0.544868,0.109247,0.153343,0.252121
15,0.300997,0.185607,0.549882,0.109891,0.000001,0.268325,0.153514,0.544865,0.109362,0.153437,0.252137
16,0.301056,0.185608,0.549971,0.109948,0.000001,0.268189,0.153383,0.544716,0.109359,0.153357,0.252110
17,0.301110,0.185608,0.550181,0.110000,0.000001,0.268142,0.153387,0.544985,0.109306,0.153347,0.252108
18,0.301148,0.185617,0.550192,0.110029,0.000001,0.268347,0.153399,0.544901,0.109499,0.153435,0.252127
19,0.301095,0.185572,0.550159,0.110021,0.000001,0.268091,0.153297,0.545113,0.109342,0.153333,0.252114
