epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.518461,0.518461,1.000000,0.802808,0.802808,0.000000,0.000000,1.397916,0.802945
1,0.495282,0.495282,1.000000,0.785457,0.785457,0.000000,0.000000,1.355730,0.785459
2,0.487732,0.487732,1.000000,0.777857,0.777857,0.000000,0.000000,1.342354,0.778036
3,0.484402,0.484402,1.000000,0.775578,0.775578,0.000000,0.000000,1.335734,0.775590
4,0.481705,0.481705,1.000000,0.774841,0.774841,0.000000,0.000000,1.334516,0.774479
5,0.479800,0.479800,1.000000,0.772629,0.772629,0.000000,0.000000,1.329094,0.772162
6,0.478056,0.478056,1.000000,0.770376,0.770376,0.000000,0.000000,1.325301,0.770520
7,0.476793,0.476793,1.000000,0.769551,0.769551,0.000000,0.000000,1.323440,0.769464
8,0.476086,0.476086,1.000000,0.769333,0.769333,0.000000,0.000000,1.327045,0.769813
9,0.475147,0.475147,1.000000,0.769599,0.769599,0.000000,0.000000,1.325361,0.769539
10,0.474658,0.474658,1.000000,0.768881,0.768881,0.000000,0.000000,1.323892,0.768669
11,0.473175,0.473175,1.000000,0.767538,0.767538,0.000000,0.000000,1.323111,0.767795
12,0.472748,0.472748,1.000000,0.769106,0.769106,0.000000,0.000000,1.322544,0.769279
13,0.472464,0.472464,1.000000,0.770288,0.770288,0.000000,0.000000,1.327811,0.770007
