epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.423898,0.395583,1.056009,0.177546,0.000005,0.758481,0.732733,0.985404,0.158939,0.734421,0.579692
1,0.377354,0.352692,0.986656,0.147946,0.000001,0.727037,0.703080,0.962391,0.143332,0.708212,0.566961
2,0.364963,0.341152,0.972596,0.140842,0.000001,0.712510,0.688775,0.950752,0.142274,0.692561,0.559831
3,0.357188,0.333512,0.965088,0.140254,0.000001,0.708262,0.685175,0.939104,0.136962,0.687093,0.556729
4,0.353323,0.329748,0.959465,0.139806,0.000001,0.705336,0.682351,0.933658,0.136484,0.685573,0.558145
5,0.349158,0.325583,0.956858,0.140070,0.000001,0.706065,0.682694,0.930613,0.140651,0.684308,0.557782
6,0.345283,0.321647,0.953817,0.140977,0.000001,0.703314,0.679954,0.928205,0.140785,0.680130,0.554074
7,0.342628,0.318788,0.953667,0.143031,0.000001,0.699609,0.676240,0.925897,0.141101,0.678272,0.555723
8,0.340169,0.316081,0.952183,0.145666,0.000001,0.703112,0.678991,0.924932,0.148717,0.679729,0.556387
9,0.338015,0.313627,0.952283,0.148651,0.000001,0.713797,0.689539,0.927894,0.149795,0.693400,0.564378
10,0.336390,0.311687,0.952245,0.151813,0.000001,0.709301,0.684645,0.925316,0.154020,0.683360,0.558541
11,0.332923,0.308113,0.951745,0.152921,0.000001,0.702348,0.677934,0.925494,0.151591,0.683649,0.558341
12,0.332167,0.307354,0.951426,0.152987,0.000001,0.703634,0.679029,0.924979,0.153552,0.685199,0.559401
13,0.331613,0.306764,0.951355,0.153355,0.000001,0.715328,0.690934,0.923244,0.151620,0.683467,0.558407
14,0.331511,0.306625,0.950839,0.153783,0.000001,0.707313,0.682663,0.924957,0.154011,0.685396,0.559481
0,0.471747,0.440147,1.068867,0.209118,0.000004,1.036522,1.008786,0.984862,0.178881,0.984853,0.668039
1,0.431831,0.405279,0.986813,0.166841,0.000001,0.989588,0.964493,0.960817,0.154869,0.966472,0.661491
2,0.421395,0.396486,0.968752,0.152220,0.000001,0.983286,0.958972,0.946734,0.148460,0.959623,0.656910
3,0.414418,0.390147,0.957318,0.146979,0.000001,0.972161,0.947927,0.937387,0.148609,0.953942,0.655514
4,0.408161,0.384133,0.951707,0.145117,0.000001,0.977436,0.953586,0.929958,0.145512,0.957477,0.659468
5,0.403272,0.379296,0.947168,0.145039,0.000001,0.982777,0.958736,0.928580,0.147551,0.951586,0.657013
6,0.401233,0.377103,0.946551,0.146644,0.000001,0.972681,0.948839,0.925824,0.145830,0.955111,0.657677
7,0.395324,0.371050,0.945054,0.148232,0.000001,0.990484,0.966451,0.925928,0.147741,0.952300,0.656220
8,0.394760,0.370479,0.944764,0.148333,0.000001,0.994581,0.970578,0.925193,0.147518,0.954068,0.657166
9,0.394348,0.370040,0.945105,0.148564,0.000001,0.972582,0.948559,0.925205,0.147711,0.954424,0.657104
10,0.393814,0.369473,0.944622,0.148949,0.000001,0.975138,0.950821,0.925267,0.150651,0.954940,0.657871
