loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.193273, 0.981081, 0.979978, 0.979580, 0.979619, 0.979978, 410.06 M Ops, 33.36 M Ops, 6.11 M Ops, 14.8541 M, 0.4071 %, 58.14 uJ, 1.000000, 0.942857, 0.988636, 0.977273, 1.000000, 1.000000, 1.000000, 0.980000, 0.931035
