epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.402561,0.402561,1.000000,0.683807,0.683807,0.000000,0.000000,0.684371,0.552243
1,0.355451,0.355451,1.000000,0.662878,0.662878,0.000000,0.000000,0.662756,0.542620
2,0.343641,0.343641,1.000000,0.655605,0.655605,0.000000,0.000000,0.656713,0.540789
3,0.335830,0.335830,1.000000,0.649316,0.649316,0.000000,0.000000,0.649574,0.537711
4,0.329736,0.329736,1.000000,0.645605,0.645605,0.000000,0.000000,0.646001,0.536029
5,0.324317,0.324317,1.000000,0.644468,0.644468,0.000000,0.000000,0.645279,0.536346
6,0.319465,0.319465,1.000000,0.645798,0.645798,0.000000,0.000000,0.646478,0.536637
7,0.315113,0.315113,1.000000,0.646058,0.646058,0.000000,0.000000,0.646820,0.537148
8,0.311068,0.311068,1.000000,0.643091,0.643091,0.000000,0.000000,0.643955,0.535834
9,0.307102,0.307102,1.000000,0.647909,0.647909,0.000000,0.000000,0.648478,0.538098
10,0.303505,0.303505,1.000000,0.650636,0.650636,0.000000,0.000000,0.650256,0.538963
11,0.300129,0.300129,1.000000,0.646777,0.646777,0.000000,0.000000,0.647207,0.537531
