epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.671568,0.671568,0.596397,1.373502,1.373502,0.831396
1,0.572769,0.572769,0.545220,1.333883,1.333883,0.821325
2,0.555996,0.555996,0.536704,1.310401,1.310401,0.812313
3,0.546503,0.546503,0.531796,1.301933,1.301933,0.809781
4,0.538931,0.538931,0.528232,1.288480,1.288480,0.803508
5,0.531815,0.531815,0.524521,1.282111,1.282111,0.798911
6,0.525212,0.525212,0.521023,1.275916,1.275916,0.795844
7,0.520844,0.520844,0.519164,1.277303,1.277303,0.797829
8,0.517363,0.517363,0.517586,1.276505,1.276505,0.800467
9,0.514850,0.514850,0.516763,1.264001,1.264001,0.794126
10,0.512681,0.512681,0.515627,1.271454,1.271454,0.795023
11,0.510545,0.510545,0.514590,1.265688,1.265688,0.793919
12,0.508669,0.508669,0.514547,1.273060,1.273060,0.797813
13,0.504957,0.504957,0.512399,1.270641,1.270641,0.797399
14,0.503930,0.503930,0.512152,1.268306,1.268306,0.795034
15,0.502228,0.502228,0.511200,1.266227,1.266227,0.793379
