loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.338305,0.348637,0.338292,4575.19 M Ops,454.38 M Ops,68.12 M Ops,2.4960 M,0.4359 %,722.32 uJ,0.440259,0.395380,0.396280
