epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.652244,0.652244,0.586880,1.298536,1.298536,0.802063
1,0.546864,0.546864,0.534483,1.212780,1.212780,0.772241
2,0.520337,0.520337,0.521344,1.206029,1.206029,0.773844
3,0.510295,0.510295,0.517587,1.198541,1.198541,0.772842
4,0.503819,0.503819,0.515086,1.218525,1.218525,0.779649
5,0.500091,0.500091,0.514644,1.203201,1.203201,0.777624
6,0.496584,0.496584,0.512951,1.201556,1.201556,0.773548
7,0.491045,0.491045,0.510392,1.219785,1.219785,0.783623
8,0.489391,0.489391,0.510009,1.216482,1.216482,0.780535
9,0.486402,0.486402,0.508135,1.227291,1.227291,0.785942
