snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.437261,0.458882,0.436360,196.54 M Ops,21.39 M Ops,6.56 M Ops,0.5559 M,0.5474 %,49.42 uJ,0.508081,0.463831,0.584085
