raw_accuracy, raw_precision, raw_recall, raw_f-score, adj_accuracy, adj_precision, adj_recall, adj_f-score
0.956046, 0.345219, 0.064122, 0.108155, 0.986667, 0.868157, 0.800842, 0.833142
