snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.421215,0.430582,0.420407,167.42 M Ops,15.23 M Ops,66.25 M Ops,0.3871 M,0.4491 %,318.48 uJ,0.430582,0.420407,0.611697
