loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.441746,0.477573,0.440913,34.51 M Ops,6.43 M Ops,1.81 M Ops,0.1321 M,0.4282 %,14.09 uJ,0.529583,0.468299,0.567144
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.441455,0.474319,0.440678,35.22 M Ops,6.59 M Ops,2.45 M Ops,0.1323 M,0.4305 %,17.21 uJ,0.524689,0.467628,0.570093
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.442654,0.481274,0.441833,35.22 M Ops,6.43 M Ops,2.45 M Ops,0.1323 M,0.4199 %,17.06 uJ,0.533463,0.468895,0.563790
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.443616,0.482114,0.442818,35.22 M Ops,6.74 M Ops,2.45 M Ops,0.1323 M,0.4431 %,17.34 uJ,0.537086,0.471634,0.563028
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.441716,0.474069,0.440922,35.22 M Ops,5.97 M Ops,2.45 M Ops,0.1322 M,0.4634 %,16.65 uJ,0.526849,0.469441,0.570320
