epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.214655,0.214655,0.167047,0.167047,0.000000,0.000000
1,0.162199,0.162199,0.127137,0.127137,0.000000,0.000000
2,0.134053,0.134053,0.096329,0.096329,0.000000,0.000000
3,0.109546,0.109546,0.087161,0.087161,0.000000,0.000000
4,0.095538,0.095538,0.076112,0.076112,0.000000,0.000000
5,0.083957,0.083957,0.070952,0.070952,0.000000,0.000000
6,0.074114,0.074114,0.064561,0.064561,0.000000,0.000000
7,0.067074,0.067074,0.060913,0.060913,0.000000,0.000000
8,0.060907,0.060907,0.054044,0.054044,0.000000,0.000000
9,0.054138,0.054138,0.053129,0.053129,0.000000,0.000000
10,0.048948,0.048948,0.050060,0.050060,0.000000,0.000000
11,0.044740,0.044740,0.047176,0.047176,0.000000,0.000000
12,0.040965,0.040965,0.043413,0.043413,0.000000,0.000000
13,0.039085,0.039085,0.041394,0.041394,0.000000,0.000000
14,0.037172,0.037172,0.039778,0.039778,0.000000,0.000000
15,0.035386,0.035386,0.038746,0.038746,0.000000,0.000000
16,0.033454,0.033454,0.036872,0.036872,0.000000,0.000000
17,0.032058,0.032058,0.036062,0.036062,0.000000,0.000000
18,0.029602,0.029602,0.034696,0.034696,0.000000,0.000000
19,0.028774,0.028774,0.033323,0.033323,0.000000,0.000000
20,0.027936,0.027936,0.031974,0.031974,0.000000,0.000000
21,0.026362,0.026362,0.031259,0.031259,0.000000,0.000000
22,0.025096,0.025096,0.030732,0.030732,0.000000,0.000000
23,0.025214,0.025214,0.030264,0.030264,0.000000,0.000000
24,0.024610,0.024610,0.030072,0.030072,0.000000,0.000000
25,0.024142,0.024142,0.029191,0.029191,0.000000,0.000000
26,0.023269,0.023269,0.028125,0.028125,0.000000,0.000000
27,0.022901,0.022901,0.027854,0.027854,0.000000,0.000000
28,0.022154,0.022154,0.027987,0.027987,0.000000,0.000000
29,0.023175,0.023175,0.028219,0.028219,0.000000,0.000000
30,0.022667,0.022667,0.027129,0.027129,0.000000,0.000000
31,0.021715,0.021715,0.025629,0.025629,0.000000,0.000000
32,0.023143,0.023143,0.026699,0.026699,0.000000,0.000000
33,0.027190,0.027190,0.026458,0.026458,0.000000,0.000000
34,0.023788,0.023788,0.025838,0.025838,0.000000,0.000000
