epoch,train_loss,train_mse,train_mae,train_max_abs_state,train_firing_rate,train_eta,train_kappa,train_would_cap_rate,train_support_p,train_score_std,train_grad_WQ_norm,train_grad_WK_norm,train_grad_eta_hat_norm,train_grad_WQ_absmax,train_grad_WK_absmax,train_grad_absmax_all,train_singleton_frac,train_grad_total_norm_pre_mean,train_grad_total_norm_pre_max,train_grad_total_norm_post_max,train_clip_rate_all_batches,train_batches_seen,val_loss,val_mse,val_mae
0,0.395379,0.395379,0.529989,19.395418,0.175684,0.017934,1.000000,0.000000,0.421342,1.011816,0.004759,0.013597,0.000605,0.002785,0.008837,0.851072,0.038196,1.823720,2.990637,1.000000,1.000000,8.000000,0.379500,0.379500,0.528744
