epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.645433,0.499668,0.679909,0.138965,0.000038,0.999591,0.895724,0.766290,0.096205,0.899552,0.653259
1,0.498644,0.417088,0.852753,0.073027,0.000088,0.861001,0.782554,0.817789,0.070269,0.789175,0.600021
2,0.459191,0.391976,0.860522,0.058609,0.000088,0.819613,0.747727,0.794513,0.063941,0.753240,0.581789
3,0.440241,0.375979,0.834899,0.055911,0.000118,0.792199,0.727857,0.784488,0.056497,0.730811,0.571630
4,0.432222,0.368712,0.804715,0.055462,0.000108,0.779479,0.712233,0.737061,0.059875,0.716184,0.564759
5,0.427155,0.364097,0.776311,0.055294,0.000107,0.770392,0.705674,0.714549,0.057572,0.707623,0.560217
6,0.421774,0.358735,0.750191,0.055536,0.000106,0.767144,0.702736,0.691524,0.057492,0.702406,0.557778
7,0.418906,0.355702,0.727944,0.055923,0.000106,0.757305,0.693287,0.668976,0.057329,0.697193,0.555261
8,0.417733,0.354277,0.708952,0.056365,0.000121,0.756599,0.693540,0.655863,0.056501,0.695539,0.554901
9,0.415890,0.352114,0.692772,0.056848,0.000109,0.753296,0.688173,0.626962,0.058854,0.692539,0.553275
10,0.412963,0.348633,0.676460,0.057564,0.000119,0.758350,0.692768,0.612243,0.059459,0.691660,0.552905
11,0.411746,0.346819,0.662434,0.058301,0.000120,0.750537,0.684295,0.599288,0.060249,0.688797,0.551614
12,0.411336,0.346156,0.651877,0.058660,0.000128,0.746022,0.681381,0.596204,0.058679,0.687744,0.551260
13,0.409494,0.343550,0.639871,0.059544,0.000111,0.758549,0.693396,0.588718,0.059266,0.687562,0.551233
14,0.408398,0.341943,0.632426,0.060129,0.000130,0.750635,0.684349,0.577457,0.060512,0.687392,0.551505
15,0.407104,0.340021,0.625031,0.060831,0.000125,0.751579,0.684310,0.566980,0.061599,0.685654,0.550399
16,0.406916,0.339136,0.618183,0.061597,0.000132,0.747993,0.680779,0.566808,0.061546,0.685017,0.550476
17,0.406182,0.338701,0.617830,0.061302,0.000119,0.749358,0.684083,0.575361,0.059521,0.686626,0.551059
18,0.406234,0.338654,0.617098,0.061408,0.000115,0.753047,0.683084,0.555808,0.064405,0.685209,0.550149
19,0.406517,0.338951,0.618161,0.061383,0.000145,0.748528,0.683434,0.578890,0.059305,0.686740,0.550881
