epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.733846,0.543915,0.929324,0.180638,0.000001,1.155758,0.972213,0.923181,0.174313,0.973559,0.699175
1,0.578726,0.423589,0.949413,0.145642,0.000001,0.966256,0.821573,0.941085,0.135271,0.823609,0.632025
2,0.506351,0.387677,0.960350,0.109070,0.000001,0.890040,0.777661,0.948169,0.102898,0.778918,0.608751
3,0.467967,0.368419,0.964933,0.089899,0.000001,0.856379,0.756743,0.948734,0.090149,0.756893,0.597273
4,0.450194,0.357560,0.963882,0.082995,0.000001,0.835768,0.740969,0.945165,0.085347,0.739931,0.589788
5,0.438257,0.348342,0.962128,0.080294,0.000001,0.821423,0.729414,0.942214,0.082586,0.730816,0.585867
6,0.429053,0.340491,0.960137,0.078960,0.000001,0.818655,0.728837,0.940656,0.080412,0.728663,0.585079
7,0.421890,0.333915,0.958179,0.078393,0.000001,0.814060,0.725039,0.937257,0.079648,0.726162,0.583928
8,0.415152,0.327340,0.956152,0.078250,0.000001,0.814350,0.725656,0.933681,0.079357,0.725479,0.582598
9,0.409396,0.321432,0.953569,0.078429,0.000001,0.829905,0.741310,0.929207,0.079303,0.742847,0.587932
10,0.404013,0.316009,0.950846,0.078496,0.000001,0.838053,0.749573,0.924427,0.079236,0.749808,0.590047
11,0.400462,0.312390,0.949152,0.078581,0.000001,0.831452,0.743086,0.924895,0.079118,0.744305,0.588173
12,0.400070,0.311906,0.949067,0.078673,0.000001,0.834432,0.746280,0.924805,0.078905,0.746472,0.588471
13,0.399504,0.311281,0.949001,0.078733,0.000000,0.835297,0.746931,0.924532,0.079121,0.748064,0.589040
14,0.399151,0.310935,0.948730,0.078729,0.000001,0.839546,0.751281,0.923776,0.079027,0.750532,0.589538
