epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.493706,0.318696,0.603735,0.168973,0.000006,0.321047,0.184359,0.678873,0.129899,0.184316,0.291443
1,0.317551,0.190988,0.659162,0.119971,0.000008,0.271485,0.153163,0.632791,0.111994,0.153184,0.261260
2,0.286669,0.171971,0.618167,0.108516,0.000011,0.255350,0.143135,0.591773,0.106298,0.143178,0.250041
3,0.275424,0.162820,0.588578,0.106718,0.000014,0.249854,0.137184,0.571142,0.106958,0.137197,0.242747
4,0.271860,0.158147,0.575894,0.107953,0.000011,0.246546,0.134274,0.561712,0.106655,0.134312,0.239294
5,0.269068,0.155413,0.563697,0.108018,0.000009,0.245213,0.132258,0.550187,0.107453,0.132262,0.236571
6,0.268358,0.153386,0.557073,0.109401,0.000007,0.246168,0.131046,0.548280,0.109638,0.131029,0.234910
7,0.269577,0.151912,0.560968,0.112056,0.000006,0.247486,0.129725,0.554959,0.112211,0.129750,0.233256
8,0.271074,0.150660,0.566499,0.114749,0.000005,0.249138,0.128457,0.560332,0.115077,0.128449,0.231478
9,0.271791,0.149781,0.569864,0.116312,0.000004,0.249071,0.128206,0.559229,0.115273,0.128223,0.231151
10,0.272073,0.149698,0.570234,0.116672,0.000004,0.249431,0.128060,0.559275,0.115779,0.128094,0.230972
11,0.272334,0.149578,0.571162,0.117044,0.000003,0.249869,0.128112,0.561606,0.116141,0.128125,0.231006
12,0.272656,0.149528,0.571914,0.117409,0.000003,0.249928,0.128033,0.562619,0.116268,0.128051,0.230893
13,0.272705,0.149443,0.572083,0.117541,0.000003,0.250267,0.127959,0.562037,0.116688,0.127986,0.230815
14,0.272701,0.149398,0.572255,0.117580,0.000003,0.250222,0.127902,0.562391,0.116696,0.127926,0.230814
15,0.272722,0.149375,0.572397,0.117623,0.000003,0.250027,0.127977,0.562845,0.116422,0.127953,0.230770
16,0.272767,0.149377,0.572551,0.117665,0.000003,0.250245,0.127903,0.562502,0.116717,0.127948,0.230757
17,0.272778,0.149357,0.572649,0.117694,0.000003,0.250067,0.127994,0.563161,0.116441,0.127963,0.230863
18,0.272835,0.149401,0.572665,0.117707,0.000003,0.250555,0.127939,0.563755,0.116979,0.127946,0.230778
19,0.272813,0.149376,0.572724,0.117709,0.000003,0.250005,0.127942,0.562458,0.116439,0.127946,0.230763
