epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.282027,0.246415,0.356119,0.112479,0.220272,0.180629,0.396433,0.015444
1,0.260507,0.227525,0.329815,0.116221,0.204679,0.169967,0.347120,0.100527
2,0.246796,0.216403,0.303936,0.124547,0.187517,0.157023,0.304941,0.135248
3,0.233725,0.205469,0.282563,0.132092,0.181293,0.152946,0.283465,0.141905
4,0.228739,0.202085,0.266545,0.137395,0.170174,0.143129,0.270451,0.143553
5,0.217856,0.192493,0.253628,0.141721,0.161892,0.136130,0.257621,0.146683
6,0.209145,0.184955,0.241901,0.145933,0.155751,0.131175,0.245758,0.149312
7,0.203553,0.180378,0.231743,0.149015,0.148075,0.124548,0.235274,0.151501
8,0.198762,0.176409,0.223527,0.151048,0.144477,0.121612,0.228645,0.152285
9,0.192409,0.170728,0.216812,0.152521,0.141683,0.119483,0.222001,0.153332
10,0.189949,0.168836,0.211128,0.153679,0.135577,0.113955,0.216217,0.154312
11,0.184481,0.163876,0.206052,0.154697,0.132662,0.111533,0.211287,0.154813
12,0.180285,0.160144,0.201412,0.155569,0.128741,0.108104,0.206369,0.155082
13,0.177896,0.158180,0.197154,0.156282,0.123951,0.103586,0.203655,0.155078
14,0.171010,0.151679,0.193306,0.157115,0.120993,0.101076,0.199174,0.155782
15,0.169862,0.150906,0.189563,0.157842,0.118539,0.099007,0.195318,0.156318
16,0.164336,0.145739,0.185971,0.158590,0.115997,0.096715,0.192813,0.155652
17,0.161847,0.143575,0.182719,0.159379,0.112277,0.093379,0.188977,0.156091
18,0.165605,0.147664,0.179407,0.160309,0.110039,0.091436,0.186037,0.157163
19,0.157071,0.139422,0.176485,0.161162,0.106971,0.088568,0.184034,0.156994
20,0.153323,0.135977,0.173467,0.162137,0.104940,0.086812,0.181283,0.157804
21,0.157352,0.140294,0.170578,0.163001,0.102938,0.085143,0.177944,0.158511
22,0.150808,0.134027,0.167809,0.163825,0.100170,0.082672,0.174974,0.159055
23,0.149064,0.132537,0.165273,0.164734,0.099112,0.081823,0.172891,0.159085
24,0.147612,0.131318,0.162937,0.165530,0.098243,0.081116,0.171273,0.159505
25,0.146237,0.130143,0.160942,0.166221,0.095159,0.078184,0.169745,0.159434
26,0.145889,0.130006,0.158832,0.166790,0.092537,0.075796,0.167405,0.159588
27,0.139100,0.123415,0.156845,0.167442,0.091891,0.075373,0.165178,0.160488
28,0.136866,0.121377,0.154889,0.167896,0.090788,0.074551,0.162370,0.161248
29,0.134946,0.119630,0.153160,0.168391,0.089535,0.073424,0.161116,0.161059
30,0.132644,0.117492,0.151521,0.168952,0.087377,0.071430,0.159463,0.161046
31,0.135173,0.120164,0.150084,0.169358,0.084882,0.069079,0.158036,0.160877
32,0.134340,0.119487,0.148537,0.169773,0.083654,0.067932,0.157219,0.161684
33,0.127050,0.112353,0.146969,0.170398,0.082384,0.066918,0.154665,0.162008
34,0.138416,0.123883,0.145330,0.170668,0.081186,0.065968,0.152183,0.162574
35,0.125234,0.110831,0.144023,0.171182,0.079643,0.064641,0.150018,0.163021
36,0.119655,0.105398,0.142572,0.171612,0.079284,0.064369,0.149147,0.163115
37,0.118287,0.104163,0.141244,0.171974,0.076678,0.061995,0.146826,0.164109
38,0.118828,0.104805,0.140230,0.172355,0.076098,0.061557,0.145416,0.163873
39,0.115745,0.101841,0.139041,0.172669,0.073810,0.059415,0.143944,0.163990
40,0.116168,0.102391,0.137761,0.172987,0.072559,0.058178,0.143810,0.164035
41,0.113680,0.099991,0.136894,0.173261,0.072610,0.058326,0.142837,0.164991
42,0.112471,0.098879,0.135922,0.173649,0.070718,0.056538,0.141800,0.164507
43,0.109355,0.095878,0.134774,0.173887,0.069570,0.055504,0.140662,0.165076
44,0.111499,0.098126,0.133732,0.174236,0.068773,0.054845,0.139278,0.165149
45,0.108908,0.095638,0.132697,0.174559,0.067555,0.053705,0.138499,0.165594
46,0.107709,0.094558,0.131510,0.175052,0.067267,0.053565,0.137022,0.165574
47,0.105702,0.092672,0.130300,0.175597,0.066002,0.052401,0.136015,0.166079
48,0.100946,0.088054,0.128921,0.176069,0.064932,0.051465,0.134677,0.166134
49,0.099368,0.086600,0.127682,0.176444,0.064067,0.050681,0.133857,0.166994
