epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.881494,0.686681,0.868197,0.186131,0.000001,1.717013,1.532441,0.829903,0.176273,1.533024,0.880244
1,0.769607,0.601758,0.896312,0.158885,0.000000,1.676026,1.516387,0.865306,0.150985,1.517414,0.863292
2,0.717853,0.572671,0.913901,0.136043,0.000000,1.653463,1.513951,0.889597,0.130617,1.512826,0.854917
3,0.683885,0.555194,0.928503,0.119406,0.000000,1.662005,1.536566,0.902966,0.116409,1.536452,0.857904
4,0.659461,0.541534,0.935301,0.108574,0.000000,1.668425,1.552579,0.905782,0.106788,1.552485,0.861120
5,0.640416,0.528887,0.937032,0.102159,0.000000,1.686321,1.576620,0.906926,0.100632,1.577367,0.867099
6,0.630542,0.521666,0.937146,0.099504,0.000000,1.680667,1.571869,0.907265,0.099726,1.572060,0.865771
7,0.628871,0.520253,0.936722,0.099251,0.000000,1.681423,1.572985,0.906890,0.099368,1.574387,0.866250
8,0.627461,0.519141,0.936636,0.098954,0.000000,1.685003,1.576757,0.906381,0.099182,1.576902,0.867086
9,0.626140,0.518154,0.936133,0.098624,0.000000,1.686671,1.578509,0.905672,0.099106,1.577623,0.867275
