loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.450707,0.457666,0.449855,130.19 M Ops,4.92 M Ops,104.25 M Ops,0.5620 M,0.4607 %,483.99 uJ,0.516271,0.502429,0.580577
