epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.531301,0.531301,0.523556,0.857807,0.857807,0.647287
1,0.403713,0.403713,0.455116,0.797009,0.797009,0.618671
2,0.378888,0.378888,0.439652,0.753798,0.753798,0.601173
3,0.366535,0.366535,0.432213,0.745768,0.745768,0.599331
4,0.358769,0.358769,0.428566,0.764781,0.764781,0.610791
5,0.354285,0.354285,0.426325,0.770772,0.770772,0.610359
6,0.350543,0.350543,0.424151,0.774199,0.774199,0.613404
7,0.344725,0.344725,0.420402,0.782752,0.782752,0.616601
8,0.343333,0.343333,0.419521,0.775875,0.775875,0.612060
9,0.342141,0.342141,0.418814,0.779617,0.779617,0.612596
