epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.308393,0.049543,0.258850,0.123925,0.138642,0.020125,0.118517,0.159080
1,0.121551,0.023070,0.098481,0.180371,0.090694,0.010641,0.080053,0.200945
2,0.099382,0.020661,0.078721,0.209652,0.076891,0.009402,0.067490,0.221666
3,0.089055,0.019824,0.069231,0.228215,0.069274,0.008614,0.060660,0.237316
4,0.083939,0.019411,0.064528,0.237848,0.065730,0.008220,0.057511,0.242831
5,0.081073,0.018916,0.062157,0.241156,0.063619,0.007865,0.055754,0.243211
6,0.079262,0.018453,0.060809,0.240366,0.062272,0.007538,0.054734,0.240812
7,0.078224,0.018177,0.060047,0.238037,0.061576,0.007287,0.054290,0.237480
8,0.077608,0.017975,0.059633,0.235185,0.060419,0.006938,0.053482,0.235774
9,0.076898,0.017736,0.059162,0.233403,0.059786,0.006882,0.052904,0.234233
10,0.076155,0.017532,0.058623,0.231621,0.058915,0.006659,0.052256,0.233263
11,0.075598,0.017455,0.058143,0.230022,0.058478,0.006809,0.051669,0.231076
12,0.075380,0.017672,0.057708,0.228436,0.058095,0.006796,0.051298,0.228515
13,0.074761,0.017357,0.057405,0.227810,0.057464,0.006437,0.051027,0.230548
14,0.074537,0.017318,0.057219,0.227797,0.057331,0.006479,0.050852,0.230103
15,0.074301,0.017331,0.056970,0.227597,0.057210,0.006374,0.050836,0.228291
16,0.074030,0.017218,0.056812,0.227291,0.056582,0.006329,0.050253,0.228956
17,0.073983,0.017335,0.056648,0.226731,0.056761,0.006710,0.050051,0.229282
18,0.073622,0.017186,0.056436,0.226414,0.056249,0.006338,0.049911,0.227196
19,0.073766,0.017421,0.056344,0.226000,0.057113,0.006600,0.050513,0.226364
