epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.728727,0.543754,0.763548,0.177337,0.000002,1.333380,1.164093,0.728951,0.161997,1.136604,0.746872
1,0.608145,0.459372,0.870901,0.140064,0.000001,1.175221,1.038918,0.863534,0.127667,1.041920,0.707231
2,0.555599,0.435698,0.927297,0.110628,0.000001,1.112268,0.996155,0.899617,0.107118,0.999968,0.687333
3,0.529209,0.422483,0.939181,0.097334,0.000001,1.068186,0.960454,0.907429,0.098657,0.974065,0.674886
4,0.513522,0.413535,0.939109,0.090596,0.000001,1.055430,0.954014,0.904539,0.092370,0.959228,0.667748
5,0.502422,0.406409,0.935245,0.086660,0.000001,1.064106,0.966047,0.899643,0.089062,0.950631,0.663236
6,0.493091,0.399689,0.929549,0.084107,0.000001,1.027942,0.933162,0.893224,0.085848,0.945598,0.660108
7,0.486348,0.394368,0.923243,0.082747,0.000001,1.067719,0.974032,0.884891,0.084839,0.943320,0.657618
8,0.480580,0.389537,0.916118,0.081882,0.000001,1.061393,0.968832,0.875015,0.083811,0.943664,0.656973
9,0.475821,0.385245,0.909744,0.081479,0.000001,1.026095,0.934472,0.867622,0.082947,0.947034,0.656576
10,0.471100,0.380733,0.902748,0.081339,0.000001,1.038082,0.946788,0.858378,0.082710,0.953947,0.656552
11,0.467142,0.376641,0.896459,0.081536,0.000001,1.036142,0.944605,0.850073,0.083036,0.956622,0.656820
12,0.463335,0.372609,0.890249,0.081823,0.000001,1.047868,0.956510,0.842447,0.082933,0.967390,0.658652
13,0.460658,0.369816,0.887255,0.081969,0.000001,1.053267,0.962140,0.843090,0.082696,0.968221,0.658357
