epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.206068,0.205159,0.009089,0.035627,0.064758,0.064182,0.005763,0.033794
1,0.094152,0.093551,0.006012,0.038380,0.043324,0.042802,0.005214,0.037697
2,0.086027,0.085459,0.005676,0.037860,0.037610,0.037119,0.004908,0.034499
3,0.082818,0.082280,0.005377,0.038830,0.035222,0.034670,0.005514,0.040826
4,0.080570,0.080049,0.005210,0.038541,0.034624,0.034123,0.005010,0.047023
5,0.081515,0.080999,0.005167,0.038742,0.032589,0.031954,0.006348,0.057286
6,0.081726,0.081216,0.005100,0.039578,0.029740,0.029003,0.007369,0.048919
7,0.079892,0.079384,0.005081,0.041285,0.031401,0.030763,0.006383,0.044866
8,0.079910,0.079411,0.004991,0.042936,0.029188,0.028536,0.006514,0.049593
9,0.079020,0.078522,0.004978,0.046629,0.029288,0.028673,0.006149,0.052453
10,0.075675,0.075179,0.004958,0.049273,0.028275,0.027625,0.006495,0.061006
11,0.077455,0.076983,0.004723,0.048990,0.030399,0.029593,0.008057,0.072987
12,0.078018,0.077566,0.004519,0.048217,0.029916,0.029270,0.006461,0.052386
13,0.079041,0.078600,0.004412,0.047988,0.029489,0.028211,0.012781,0.058287
