shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.433513,0.414074,0.432314,277.24 M Ops,21.26 M Ops,38.58 M Ops,1.1367 M,0.4199 %,196.59 uJ,0.560355,0.523406,0.735462
