epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.699178,0.510633,0.809773,0.180448,0.000001,1.099998,0.928567,0.766566,0.163765,0.929725,0.678213
1,0.572181,0.416391,0.855675,0.147234,0.000000,0.970845,0.825583,0.840510,0.136857,0.827743,0.629034
2,0.516069,0.385473,0.897019,0.121627,0.000000,0.904936,0.777878,0.873882,0.118319,0.779232,0.606033
3,0.483594,0.367872,0.913054,0.106591,0.000000,0.869374,0.754777,0.884463,0.105753,0.754909,0.594531
4,0.462241,0.356063,0.918411,0.096994,0.000000,0.844281,0.738972,0.889176,0.096417,0.737816,0.586979
5,0.446851,0.346598,0.920295,0.091050,0.000000,0.826724,0.726089,0.887236,0.091763,0.727614,0.581860
6,0.435287,0.338655,0.919449,0.087437,0.000000,0.817993,0.720587,0.884292,0.088563,0.720414,0.578748
7,0.426787,0.332256,0.916719,0.085364,0.000000,0.810835,0.714451,0.878559,0.087598,0.715809,0.576917
8,0.419258,0.325738,0.912917,0.084390,0.000000,0.806962,0.711322,0.872262,0.086917,0.711197,0.574773
9,0.412927,0.319874,0.908656,0.083967,0.000000,0.811551,0.717045,0.867498,0.085831,0.718563,0.577238
10,0.407434,0.314470,0.904555,0.083918,0.000000,0.814923,0.721183,0.863528,0.085105,0.721375,0.579677
11,0.402753,0.309368,0.900722,0.084377,0.000000,0.810634,0.716920,0.860108,0.085113,0.718061,0.578010
12,0.399755,0.306258,0.899244,0.084505,0.000000,0.812194,0.718803,0.859871,0.084792,0.719261,0.578571
13,0.398993,0.305563,0.898775,0.084443,0.000000,0.812744,0.719366,0.859396,0.084784,0.720257,0.579033
14,0.398485,0.305069,0.898412,0.084432,0.000000,0.816432,0.723029,0.858627,0.084817,0.722224,0.579873
15,0.398018,0.304548,0.897806,0.084492,0.000000,0.814597,0.721527,0.858722,0.084483,0.722068,0.579588
