epoch,train_loss,train_ce,train_mse,val_loss,val_ce,val_mse,val_tot_acc,val_acc,val_f1,val_pre
0,0.702550,0.692440,1.011037,0.700161,0.690811,0.935017,0.549943,0.549943,0.529995,0.560156
1,0.682913,0.672852,1.006145,0.664867,0.654891,0.997606,0.625993,0.625993,0.621012,0.632984
2,0.592545,0.582944,0.960079,0.657606,0.647707,0.989985,0.636493,0.636493,0.629708,0.647287
3,0.478975,0.469747,0.922799,0.717818,0.707779,1.003925,0.628831,0.628831,0.625547,0.633514
4,0.363041,0.353944,0.909691,0.826883,0.816858,1.002530,0.624574,0.624574,0.624558,0.624596
5,0.302982,0.293929,0.905278,0.865085,0.855188,0.989670,0.632804,0.632804,0.630976,0.635488
6,0.304156,0.295230,0.892586,0.926599,0.916798,0.980042,0.624858,0.624858,0.624858,0.624858
7,0.306719,0.298013,0.870622,0.904757,0.895228,0.952837,0.633087,0.633087,0.629578,0.638329
8,0.283584,0.275162,0.842216,0.877322,0.868167,0.915498,0.628547,0.628547,0.628481,0.628639
9,0.268739,0.260659,0.808022,0.860415,0.851675,0.874011,0.631101,0.631101,0.631101,0.631101
10,0.264365,0.256457,0.790819,0.848459,0.839762,0.869740,0.646141,0.646141,0.646120,0.646175
11,0.258592,0.250719,0.787287,0.868034,0.859387,0.864686,0.622020,0.622020,0.621423,0.622796
12,0.248708,0.240921,0.778626,0.818305,0.809428,0.887693,0.640749,0.640749,0.640748,0.640751
13,0.239581,0.231888,0.769304,0.801719,0.793154,0.856491,0.643303,0.643303,0.642986,0.643814
14,0.230875,0.223331,0.754445,0.779838,0.771393,0.844558,0.646992,0.646992,0.646992,0.646992
15,0.224621,0.217157,0.746346,0.778324,0.769919,0.840493,0.639047,0.639047,0.636978,0.642289
16,0.220587,0.213142,0.744522,0.773089,0.764576,0.851299,0.643871,0.643871,0.643530,0.644423
17,0.217883,0.210425,0.745727,0.776772,0.768146,0.862591,0.645857,0.645857,0.645197,0.646951
18,0.216700,0.209295,0.740543,0.756311,0.747780,0.853063,0.644722,0.644722,0.644223,0.645539
19,0.216364,0.208995,0.736918,0.742907,0.734490,0.841728,0.644154,0.644154,0.643050,0.645960
20,0.217329,0.209976,0.735265,0.765224,0.756855,0.836889,0.631669,0.631669,0.631654,0.631689
21,0.217818,0.210494,0.732358,0.759772,0.751444,0.832802,0.631669,0.631669,0.631212,0.632324
22,0.220227,0.212833,0.739448,0.751472,0.743138,0.833401,0.647843,0.647843,0.647751,0.647998
23,0.222239,0.214868,0.737071,0.757828,0.749529,0.829812,0.646141,0.646141,0.646048,0.646294
24,0.220544,0.213157,0.738717,0.762137,0.753806,0.833060,0.645573,0.645573,0.645293,0.646034
25,0.217337,0.209968,0.736976,0.752038,0.743755,0.828286,0.640465,0.640465,0.639750,0.641590
26,0.213104,0.205800,0.730460,0.743547,0.735244,0.830304,0.644438,0.644438,0.644157,0.644896
27,0.210670,0.203399,0.727134,0.750332,0.742044,0.828767,0.645573,0.645573,0.645169,0.646240
28,0.209594,0.202346,0.724792,0.750495,0.742211,0.828463,0.645006,0.645006,0.644207,0.646320
29,0.208973,0.201749,0.722478,0.741462,0.733205,0.825663,0.648411,0.648411,0.648074,0.648981
30,0.208627,0.201400,0.722690,0.741135,0.732832,0.830324,0.648978,0.648978,0.648591,0.649638
31,0.208497,0.201282,0.721509,0.753881,0.745575,0.830570,0.643019,0.643019,0.640448,0.647231
32,0.208643,0.201453,0.719002,0.754400,0.746039,0.836106,0.646708,0.646708,0.644042,0.651240
33,0.208853,0.201665,0.718797,0.756412,0.748064,0.834786,0.647560,0.647560,0.645055,0.651845
34,0.208807,0.201604,0.720300,0.773784,0.765395,0.838888,0.624574,0.624574,0.622137,0.627873
35,0.208651,0.201460,0.719102,0.738154,0.729805,0.834941,0.633371,0.633371,0.632902,0.634057
36,0.208398,0.201230,0.716785,0.720833,0.712493,0.833947,0.650397,0.650397,0.649829,0.651380
37,0.207580,0.200430,0.714980,0.718225,0.709858,0.836684,0.654086,0.654086,0.653593,0.654969
38,0.207101,0.199966,0.713482,0.717590,0.709214,0.837601,0.654086,0.654086,0.653483,0.655166
39,0.206725,0.199599,0.712537,0.718431,0.710039,0.839227,0.657492,0.657492,0.656988,0.658421
40,0.206485,0.199364,0.712143,0.713716,0.705314,0.840140,0.655505,0.655505,0.655228,0.656008
41,0.206324,0.199211,0.711378,0.714558,0.706138,0.841951,0.649830,0.649830,0.649611,0.650204
42,0.206239,0.199132,0.710721,0.714118,0.705707,0.841102,0.653235,0.653235,0.653090,0.653491
43,0.206166,0.199062,0.710358,0.714688,0.706249,0.843886,0.650681,0.650681,0.650590,0.650839
44,0.206153,0.199053,0.709962,0.715761,0.707327,0.843385,0.649830,0.649830,0.649793,0.649892
45,0.206155,0.199062,0.709237,0.715826,0.707380,0.844600,0.648127,0.648127,0.648116,0.648146
46,0.206174,0.199085,0.708840,0.715247,0.706803,0.844454,0.650965,0.650965,0.650956,0.650981
47,0.206185,0.199105,0.708080,0.714737,0.706291,0.844563,0.649830,0.649830,0.649793,0.649892
48,0.206180,0.199104,0.707613,0.713655,0.705200,0.845529,0.650965,0.650965,0.650949,0.650993
49,0.206145,0.199070,0.707499,0.713332,0.704882,0.845009,0.648695,0.648695,0.648687,0.648707
