loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.433663, 0.432090, 0.432580, 2690.03 M Ops, 348.92 M Ops, 48.20 M Ops, 3.9144 M, 0.3901 %, 535.73 uJ
