run_id,layer,variant,data,seed,support_density,empty_read_fraction,mean_real_mass,spike_rate,membrane_diversity
tcn_ETTh1_p96_flatten_homogeneous_no_memory_seed7,embedding,homogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.012529229745268822,0.0
tcn_ETTh1_p96_flatten_homogeneous_no_memory_seed7,block0,homogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.02792835794389248,0.0
tcn_ETTh1_p96_flatten_homogeneous_no_memory_seed7,block1,homogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.07295652478933334,0.0
tcn_ETTh1_p96_flatten_homogeneous_dense_seed7,embedding,homogeneous_dense,ETTh1,7,1.0,0.0,0.9453042149543762,0.017285820096731186,0.0
tcn_ETTh1_p96_flatten_homogeneous_dense_seed7,block0,homogeneous_dense,ETTh1,7,1.0,0.0,0.9222169518470764,0.04162680730223656,0.0
tcn_ETTh1_p96_flatten_homogeneous_dense_seed7,block1,homogeneous_dense,ETTh1,7,0.9999986886978149,0.0,0.8962132334709167,0.10734215378761292,0.0
tcn_ETTh1_p96_flatten_homogeneous_sparse_seed7,embedding,homogeneous_sparse,ETTh1,7,0.4828992187976837,0.00510398531332612,0.9820790886878967,0.019770408049225807,0.0
tcn_ETTh1_p96_flatten_homogeneous_sparse_seed7,block0,homogeneous_sparse,ETTh1,7,0.42752665281295776,0.009119120426476002,0.9703930616378784,0.04925329238176346,0.0
tcn_ETTh1_p96_flatten_homogeneous_sparse_seed7,block1,homogeneous_sparse,ETTh1,7,0.23453378677368164,0.1706908792257309,0.7063498497009277,0.150297611951828,0.0
tcn_ETTh1_p96_flatten_heterogeneous_no_memory_seed7,embedding,heterogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.013416108617093414,0.11282113194465637
tcn_ETTh1_p96_flatten_heterogeneous_no_memory_seed7,block0,heterogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.02533747849520296,0.12882280349731445
tcn_ETTh1_p96_flatten_heterogeneous_no_memory_seed7,block1,heterogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.04995415941812098,0.16652819514274597
tcn_ETTh1_p96_flatten_heterogeneous_dense_seed7,embedding,heterogeneous_dense,ETTh1,7,1.0,0.0,0.9506238698959351,0.015362590202130377,0.11915609985589981
tcn_ETTh1_p96_flatten_heterogeneous_dense_seed7,block0,heterogeneous_dense,ETTh1,7,0.9998049139976501,0.0,0.9400224685668945,0.02911750553175807,0.13685765862464905
tcn_ETTh1_p96_flatten_heterogeneous_dense_seed7,block1,heterogeneous_dense,ETTh1,7,0.9965947270393372,0.0,0.9204035997390747,0.0535880362149328,0.17684555053710938
tcn_ETTh1_p96_flatten_heterogeneous_sparse_seed7,embedding,heterogeneous_sparse,ETTh1,7,0.44324561953544617,0.0023546384181827307,0.9851982593536377,0.01414686965290457,0.11462368071079254
tcn_ETTh1_p96_flatten_heterogeneous_sparse_seed7,block0,heterogeneous_sparse,ETTh1,7,0.4053737223148346,0.02067454345524311,0.9488906264305115,0.025712823262438178,0.1281091868877411
tcn_ETTh1_p96_flatten_heterogeneous_sparse_seed7,block1,heterogeneous_sparse,ETTh1,7,0.34287503361701965,0.04051883891224861,0.91631019115448,0.04686503414995968,0.1582711637020111
tcn_ETTh2_p96_flatten_homogeneous_no_memory_seed7,embedding,homogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.10932185500860214,0.0
tcn_ETTh2_p96_flatten_homogeneous_no_memory_seed7,block0,homogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.09708492457866669,0.0
tcn_ETTh2_p96_flatten_homogeneous_no_memory_seed7,block1,homogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.13856558501720428,0.0
tcn_ETTh2_p96_flatten_homogeneous_dense_seed7,embedding,homogeneous_dense,ETTh2,7,0.9987024664878845,0.0,0.8811506032943726,0.13883131742477417,0.0
tcn_ETTh2_p96_flatten_homogeneous_dense_seed7,block0,homogeneous_dense,ETTh2,7,0.9941979646682739,0.0,0.860993504524231,0.10117718577384949,0.0
tcn_ETTh2_p96_flatten_homogeneous_dense_seed7,block1,homogeneous_dense,ETTh2,7,0.9948493242263794,0.0,0.8923734426498413,0.14308300614356995,0.0
tcn_ETTh2_p96_flatten_homogeneous_sparse_seed7,embedding,homogeneous_sparse,ETTh2,7,0.43513238430023193,0.08582861721515656,0.860100507736206,0.13581526279449463,0.0
tcn_ETTh2_p96_flatten_homogeneous_sparse_seed7,block0,homogeneous_sparse,ETTh2,7,0.37921735644340515,0.1132131963968277,0.842552900314331,0.10778061300516129,0.0
tcn_ETTh2_p96_flatten_homogeneous_sparse_seed7,block1,homogeneous_sparse,ETTh2,7,0.38587942719459534,0.03575511649250984,0.9322183132171631,0.1687127947807312,0.0
tcn_ETTh2_p96_flatten_heterogeneous_no_memory_seed7,embedding,heterogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.09079705970361829,0.20330972969532013
tcn_ETTh2_p96_flatten_heterogeneous_no_memory_seed7,block0,heterogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.04077646695077419,0.1593453735113144
tcn_ETTh2_p96_flatten_heterogeneous_no_memory_seed7,block1,heterogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.05682331370189786,0.1786113679409027
tcn_ETTh2_p96_flatten_heterogeneous_dense_seed7,embedding,heterogeneous_dense,ETTh2,7,0.9973096251487732,0.0,0.7942492961883545,0.10101442690938711,0.2339729219675064
tcn_ETTh2_p96_flatten_heterogeneous_dense_seed7,block0,heterogeneous_dense,ETTh2,7,0.9951578378677368,0.0,0.8662173748016357,0.0755540500395,0.20864595472812653
tcn_ETTh2_p96_flatten_heterogeneous_dense_seed7,block1,heterogeneous_dense,ETTh2,7,0.9973725080490112,0.0,0.8960798978805542,0.103515625,0.23496326804161072
tcn_ETTh2_p96_flatten_heterogeneous_sparse_seed7,embedding,heterogeneous_sparse,ETTh2,7,0.37170687317848206,0.10338632762432098,0.8243409395217896,0.08174890791997313,0.19625627994537354
tcn_ETTh2_p96_flatten_heterogeneous_sparse_seed7,block0,heterogeneous_sparse,ETTh2,7,0.33498087525367737,0.13373802602291107,0.7878759503364563,0.05133596295490861,0.16559508442878723
tcn_ETTh2_p96_flatten_heterogeneous_sparse_seed7,block1,heterogeneous_sparse,ETTh2,7,0.3659353256225586,0.04822245240211487,0.9058219194412231,0.06606411887332797,0.17919187247753143
tcn_ETTh1_p96_flatten_homogeneous_no_memory_seed13,embedding,homogeneous_no_memory,ETTh1,13,0.0,1.0,0.0,0.01931866444647312,0.0
tcn_ETTh1_p96_flatten_homogeneous_no_memory_seed13,block0,homogeneous_no_memory,ETTh1,13,0.0,1.0,0.0,0.03669749200344086,0.0
tcn_ETTh1_p96_flatten_homogeneous_no_memory_seed13,block1,homogeneous_no_memory,ETTh1,13,0.0,1.0,0.0,0.11413158476352692,0.0
tcn_ETTh1_p96_flatten_homogeneous_dense_seed13,embedding,homogeneous_dense,ETTh1,13,1.0,0.0,0.9203762412071228,0.01704666204750538,0.0
tcn_ETTh1_p96_flatten_homogeneous_dense_seed13,block0,homogeneous_dense,ETTh1,13,0.9999954700469971,0.0,0.932155191898346,0.03004092164337635,0.0
tcn_ETTh1_p96_flatten_homogeneous_dense_seed13,block1,homogeneous_dense,ETTh1,13,0.9999727606773376,0.0,0.9004143476486206,0.07568027079105377,0.0
tcn_ETTh1_p96_flatten_homogeneous_sparse_seed13,embedding,homogeneous_sparse,ETTh1,13,0.45998668670654297,0.017231054604053497,0.9571029543876648,0.019770408049225807,0.0
tcn_ETTh1_p96_flatten_homogeneous_sparse_seed13,block0,homogeneous_sparse,ETTh1,13,0.4497204124927521,0.009772430174052715,0.969873309135437,0.03857089579105377,0.0
tcn_ETTh1_p96_flatten_homogeneous_sparse_seed13,block1,homogeneous_sparse,ETTh1,13,0.27342066168785095,0.1582643687725067,0.7311263084411621,0.10689041018486023,0.0
tcn_ETTh1_p96_flatten_heterogeneous_no_memory_seed13,embedding,heterogeneous_no_memory,ETTh1,13,0.0,1.0,0.0,0.017142989847343415,0.12158745527267456
tcn_ETTh1_p96_flatten_heterogeneous_no_memory_seed13,block0,heterogeneous_no_memory,ETTh1,13,0.0,1.0,0.0,0.026998298824764788,0.13202650845050812
tcn_ETTh1_p96_flatten_heterogeneous_no_memory_seed13,block1,heterogeneous_no_memory,ETTh1,13,0.0,1.0,0.0,0.043626434402540326,0.16121891140937805
tcn_ETTh1_p96_flatten_heterogeneous_dense_seed13,embedding,heterogeneous_dense,ETTh1,13,1.0,0.0,0.9417069554328918,0.020371624501422048,0.13214761018753052
tcn_ETTh1_p96_flatten_heterogeneous_dense_seed13,block0,heterogeneous_dense,ETTh1,13,0.9998425245285034,0.0,0.9421576261520386,0.036285605980083346,0.14948014914989471
tcn_ETTh1_p96_flatten_heterogeneous_dense_seed13,block1,heterogeneous_dense,ETTh1,13,0.9976738691329956,0.0,0.9193481206893921,0.05419589695520699,0.18259276449680328
tcn_ETTh1_p96_flatten_heterogeneous_sparse_seed13,embedding,heterogeneous_sparse,ETTh1,13,0.41999414563179016,0.004668445326387882,0.9769384264945984,0.019335273071192205,0.1284177601337433
tcn_ETTh1_p96_flatten_heterogeneous_sparse_seed13,block0,heterogeneous_sparse,ETTh1,13,0.3934897184371948,0.006315330974757671,0.973156750202179,0.03100087703205645,0.1394752413034439
tcn_ETTh1_p96_flatten_heterogeneous_sparse_seed13,block1,heterogeneous_sparse,ETTh1,13,0.29683804512023926,0.09083732962608337,0.8136897087097168,0.04890784388408065,0.16734717786312103
tcn_ETTh2_p96_flatten_homogeneous_no_memory_seed13,embedding,homogeneous_no_memory,ETTh2,13,0.0,1.0,0.0,0.09592899680137634,0.0
tcn_ETTh2_p96_flatten_homogeneous_no_memory_seed13,block0,homogeneous_no_memory,ETTh2,13,0.0,1.0,0.0,0.07731451839208603,0.0
tcn_ETTh2_p96_flatten_homogeneous_no_memory_seed13,block1,homogeneous_no_memory,ETTh2,13,0.0,1.0,0.0,0.12302029877901077,0.0
tcn_ETTh2_p96_flatten_homogeneous_dense_seed13,embedding,homogeneous_dense,ETTh2,13,0.990814745426178,0.0,0.7535572648048401,0.09956951439380646,0.0
tcn_ETTh2_p96_flatten_homogeneous_dense_seed13,block0,homogeneous_dense,ETTh2,13,0.9984503388404846,0.0,0.7793939709663391,0.0865885391831398,0.0
tcn_ETTh2_p96_flatten_homogeneous_dense_seed13,block1,homogeneous_dense,ETTh2,13,0.9974223971366882,0.0,0.9090325236320496,0.1374760866165161,0.0
tcn_ETTh2_p96_flatten_homogeneous_sparse_seed13,embedding,homogeneous_sparse,ETTh2,13,0.39017000794410706,0.20121951401233673,0.7357450127601624,0.10185480117797852,0.0
tcn_ETTh2_p96_flatten_homogeneous_sparse_seed13,block0,homogeneous_sparse,ETTh2,13,0.3551070988178253,0.2066093236207962,0.7220596075057983,0.07675648480653763,0.0
tcn_ETTh2_p96_flatten_homogeneous_sparse_seed13,block1,homogeneous_sparse,ETTh2,13,0.4091159999370575,0.027139591053128242,0.9460576772689819,0.11980494856834412,0.0
