epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.757304,0.757304,0.580218,0.680514,0.680514,0.582897
1,0.672968,0.672968,0.528410,0.661361,0.661361,0.572588
2,0.646910,0.646910,0.517755,0.698420,0.698420,0.587027
3,0.632319,0.632319,0.513125,0.682259,0.682259,0.579983
4,0.623215,0.623215,0.509212,0.666653,0.666653,0.574797
