loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.834501, 0.541998, 0.541998, 0.541598, 0.542145, 0.541998, 1429.91 M Ops, 59.08 M Ops, 608.00 M Ops, 2.3708 M, 0.4675 %, 2849.99 uJ, 0.571510, 0.512486
