loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
4.817370, 0.035294, 0.039941, 0.005390, 0.039775, 0.039941, 546.38 M Ops, 105.21 M Ops, 13.96 M Ops, 5.2098 M, 0.3889 %, 158.90 uJ, 0.000000, 0.038462, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
2.577625, 0.304706, 0.302979, 0.284671, 0.311043, 0.302979, 546.38 M Ops, 77.16 M Ops, 13.96 M Ops, 5.2098 M, 0.3746 %, 133.66 uJ, 0.194444, 0.307692, 0.160000, 0.216216, 0.400000, 0.114286, 0.344828, 0.181818, 0.250000, 0.580645, 0.030303, 0.323529, 0.258065, 0.029412, 0.627907, 0.093750, 0.324324, 0.346154, 0.875000, 0.551724, 0.279070, 0.352941, 0.400000, 0.344828, 0.031250, 0.259259
