loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.567400, 0.239544, 0.239161, 0.224287, 0.243175, 0.239161, 364.26 M Ops, 39.81 M Ops, 45.02 M Ops, 0.1085 M, 0.3900 %, 242.91 uJ, 0.136364, 0.469697, 0.212121, 0.138462
