epoch,train_loss,train_ce,train_mse,val_loss,val_ce,val_mse,val_tot_acc,val_acc,val_f1,val_pre
0,1.691084,1.596233,0.948512,1.559312,1.458855,1.004575,0.239544,0.238636,0.135054,0.144805
1,1.427871,1.346986,0.808847,1.559813,1.459356,1.004565,0.254753,0.255478,0.216520,0.193081
2,1.297087,1.223438,0.736496,1.583675,1.494427,0.892481,0.285171,0.285431,0.201736,0.202866
3,1.214504,1.147430,0.670738,1.532609,1.470257,0.623518,0.239544,0.240093,0.201993,0.179800
4,1.162424,1.098863,0.635610,1.601083,1.546381,0.547020,0.269962,0.270455,0.190585,0.183375
5,1.085968,1.025236,0.607318,1.601794,1.550060,0.517336,0.243346,0.244522,0.196486,0.202557
6,1.014972,0.957830,0.571426,1.589613,1.534142,0.554711,0.235741,0.236655,0.196029,0.205824
7,0.942248,0.886428,0.558198,1.617101,1.567400,0.497009,0.239544,0.239161,0.224287,0.243175
0,1.783276,1.683387,0.998893,1.581336,1.480878,1.004575,0.258555,0.257576,0.115720,0.230128
1,1.597084,1.497630,0.994537,1.520799,1.420342,1.004575,0.250951,0.250117,0.153569,0.451735
2,1.469321,1.371374,0.979472,1.538077,1.437634,1.004430,0.228137,0.227331,0.184074,0.264713
3,1.413867,1.319806,0.940612,1.535887,1.445047,0.908404,0.239544,0.238986,0.224266,0.301998
4,1.351844,1.265696,0.861475,1.535180,1.464164,0.710159,0.216730,0.216142,0.195143,0.290047
5,1.308757,1.229705,0.790511,1.550978,1.484576,0.664014,0.254753,0.253963,0.201365,0.284839
6,1.255245,1.179740,0.755044,1.509846,1.443155,0.666914,0.205323,0.205303,0.199757,0.199223
7,1.166818,1.095690,0.711281,1.557703,1.497707,0.599963,0.266160,0.267133,0.228973,0.302267
8,1.111087,1.043817,0.672702,1.543356,1.487443,0.559129,0.224335,0.224592,0.195691,0.203980
9,1.085219,1.022340,0.628787,1.556537,1.505122,0.514147,0.254753,0.254895,0.230681,0.233109
10,1.010709,0.951128,0.595817,1.605580,1.555336,0.502435,0.243346,0.243415,0.224154,0.236464
11,0.927607,0.870861,0.567458,1.627831,1.577707,0.501242,0.197719,0.198135,0.189331,0.188939
12,0.885199,0.829117,0.560820,1.592717,1.541471,0.512460,0.235741,0.235839,0.227513,0.227863
13,0.839720,0.786928,0.527920,1.609253,1.563154,0.460988,0.269962,0.269930,0.266370,0.266536
14,0.836780,0.786883,0.498968,1.726564,1.683273,0.432910,0.258555,0.258275,0.226774,0.232274
15,0.819844,0.774596,0.452480,1.698060,1.657865,0.401957,0.228137,0.227914,0.225424,0.228363
16,0.801301,0.757916,0.433850,1.780499,1.744972,0.355278,0.239544,0.239219,0.211484,0.238529
17,0.748625,0.706262,0.423631,1.729593,1.696870,0.327225,0.247148,0.246911,0.224436,0.238855
18,0.744384,0.702103,0.422810,1.901877,1.866064,0.358136,0.228137,0.227448,0.199235,0.231418
19,0.785969,0.744097,0.418718,2.038890,2.003737,0.351526,0.228137,0.227389,0.176374,0.214155
20,0.843993,0.803423,0.405706,2.047154,2.015025,0.321294,0.231939,0.231235,0.181167,0.227531
21,0.804260,0.765044,0.392156,2.082708,2.051053,0.316547,0.235741,0.234907,0.185902,0.221365
22,0.740790,0.702872,0.379171,1.956565,1.926503,0.300615,0.235741,0.235140,0.199321,0.222997
