epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.531809,0.531809,0.524315,0.871433,0.871433,0.652144
1,0.398676,0.398676,0.451216,0.782967,0.782967,0.616233
2,0.377770,0.377770,0.438953,0.754275,0.754275,0.604506
3,0.367332,0.367332,0.432682,0.755966,0.755966,0.604589
4,0.359384,0.359384,0.428370,0.748164,0.748164,0.599930
5,0.354022,0.354022,0.425544,0.754059,0.754059,0.601528
6,0.350075,0.350075,0.423454,0.754938,0.754938,0.601117
7,0.347017,0.347017,0.421977,0.772593,0.772593,0.603098
8,0.342015,0.342015,0.418771,0.776646,0.776646,0.607271
9,0.340619,0.340619,0.417525,0.778714,0.778714,0.607201
10,0.339513,0.339513,0.417021,0.794603,0.794603,0.611537
