epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.445465,0.284566,0.744484,0.153454,0.000001,0.263538,0.130155,0.825049,0.125133,0.130188,0.249522
1,0.332373,0.217593,0.801527,0.106765,0.000001,0.230858,0.122761,0.835353,0.099743,0.122747,0.241177
2,0.300049,0.198920,0.803090,0.093098,0.000001,0.222378,0.120634,0.828810,0.093456,0.120587,0.238703
3,0.285585,0.188022,0.790573,0.089657,0.000001,0.219874,0.120242,0.814157,0.091491,0.120275,0.238136
4,0.277000,0.180313,0.775606,0.088931,0.000001,0.220236,0.120962,0.797871,0.091296,0.120907,0.238644
5,0.270771,0.174086,0.762902,0.089056,0.000001,0.221057,0.121108,0.786616,0.092082,0.121123,0.239014
6,0.265833,0.168606,0.752988,0.089697,0.000001,0.222836,0.122385,0.780454,0.092647,0.122322,0.239613
7,0.262844,0.165159,0.749032,0.090194,0.000001,0.222152,0.121912,0.779213,0.092448,0.121822,0.239261
8,0.262324,0.164658,0.748060,0.090185,0.000001,0.222166,0.121885,0.777656,0.092504,0.121964,0.239301
9,0.261782,0.164158,0.747608,0.090149,0.000001,0.222314,0.122127,0.777842,0.092409,0.122085,0.239322
10,0.261488,0.163894,0.746638,0.090128,0.000001,0.222724,0.122081,0.775103,0.092892,0.122013,0.239335
