epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.877591,0.691938,0.908644,0.176567,0.000002,0.597606,0.425438,0.949179,0.162676,0.425409,0.459525
1,0.773790,0.629019,0.942259,0.135348,0.000001,0.538100,0.402892,0.955310,0.125655,0.402790,0.441923
2,0.713129,0.597029,0.946692,0.106633,0.000001,0.504355,0.391381,0.952999,0.103444,0.391275,0.430602
3,0.677531,0.574044,0.945117,0.094035,0.000001,0.486997,0.382567,0.949457,0.094936,0.383147,0.424047
4,0.655601,0.557115,0.940928,0.089076,0.000002,0.483294,0.382762,0.945185,0.091081,0.382672,0.422298
5,0.637914,0.541412,0.936555,0.087136,0.000002,0.482379,0.383101,0.939556,0.089882,0.383394,0.422364
6,0.623119,0.527590,0.932330,0.086205,0.000002,0.483114,0.385502,0.935952,0.088253,0.385625,0.423100
7,0.610861,0.515877,0.927744,0.085707,0.000002,0.482023,0.384096,0.928854,0.088638,0.384045,0.421581
8,0.600567,0.505936,0.923291,0.085398,0.000002,0.484134,0.385974,0.923341,0.088927,0.385229,0.421951
9,0.591222,0.496583,0.919063,0.085448,0.000002,0.484271,0.386277,0.917681,0.088817,0.386196,0.421598
10,0.583137,0.488519,0.915115,0.085467,0.000001,0.480969,0.383087,0.913593,0.088747,0.382940,0.420263
