epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.230273,0.200937,0.293359,0.132226,0.193978,0.154334,0.396433,0.019952
1,0.171807,0.151547,0.202599,0.159020,0.120018,0.096029,0.239886,0.111810
2,0.145338,0.128627,0.167110,0.170702,0.087102,0.072013,0.150890,0.159860
3,0.126595,0.112348,0.142467,0.179093,0.074944,0.062208,0.127363,0.169367
4,0.113356,0.100907,0.124490,0.186443,0.063346,0.052560,0.107862,0.174296
5,0.099564,0.088443,0.111206,0.192192,0.055688,0.046215,0.094731,0.179900
6,0.090100,0.079779,0.103217,0.195489,0.050765,0.042028,0.087377,0.181263
7,0.080652,0.070824,0.098279,0.199115,0.046338,0.037937,0.084010,0.185224
8,0.075572,0.065882,0.096902,0.200889,0.042964,0.034634,0.083292,0.185272
9,0.071598,0.062084,0.095137,0.204417,0.041001,0.033025,0.079758,0.189069
10,0.075064,0.065818,0.092461,0.208265,0.038384,0.030762,0.076222,0.194144
11,0.062398,0.053498,0.088999,0.211293,0.037180,0.029957,0.072228,0.194568
12,0.061903,0.053309,0.085940,0.213486,0.035213,0.028298,0.069153,0.195469
13,0.063377,0.055039,0.083375,0.215285,0.033757,0.026938,0.068198,0.194905
14,0.055773,0.047608,0.081655,0.216038,0.033501,0.026894,0.066072,0.194983
15,0.059926,0.051881,0.080444,0.216714,0.032401,0.025938,0.064627,0.194647
16,0.055252,0.047302,0.079501,0.216913,0.032503,0.026097,0.064062,0.194669
17,0.048778,0.040856,0.079217,0.215919,0.031440,0.025072,0.063685,0.192928
18,0.052541,0.044719,0.078211,0.216668,0.031007,0.024799,0.062083,0.194219
19,0.048899,0.041199,0.076999,0.216866,0.029953,0.023892,0.060607,0.194092
20,0.054302,0.046691,0.076107,0.217285,0.029284,0.023296,0.059874,0.194592
21,0.067159,0.059621,0.075379,0.216886,0.028530,0.022495,0.060344,0.191363
22,0.055087,0.047623,0.074640,0.216820,0.028106,0.022333,0.057730,0.194317
23,0.068106,0.060723,0.073834,0.217201,0.028517,0.022806,0.057108,0.193949
24,0.049231,0.041911,0.073201,0.217221,0.028848,0.023191,0.056570,0.192826
25,0.049216,0.041970,0.072458,0.216846,0.028078,0.022494,0.055841,0.192680
