epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.523904,0.523904,0.520196,0.819080,0.819080,0.625834
1,0.376382,0.376382,0.435215,0.734608,0.734608,0.590415
2,0.355337,0.355337,0.422672,0.708780,0.708780,0.580006
3,0.346383,0.346383,0.417832,0.716869,0.716869,0.582199
4,0.339404,0.339404,0.413694,0.712734,0.712734,0.579737
5,0.333592,0.333592,0.410520,0.726259,0.726259,0.586679
6,0.327356,0.327356,0.406464,0.726507,0.726507,0.583739
7,0.325111,0.325111,0.405166,0.731136,0.731136,0.585424
8,0.323176,0.323176,0.404214,0.737309,0.737309,0.589274
