loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.432946,0.408922,0.428692,25.36 M Ops,3.70 M Ops,1.27 M Ops,0.2676 M,0.2469 %,9.19 uJ,0.555488,0.519544,0.738753
