epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.596341,0.389439,0.716340,0.199739,0.000001,0.856720,0.685094,0.785109,0.163775,0.685017,0.550560
1,0.499871,0.345356,0.821596,0.146299,0.000001,0.802292,0.659532,0.799420,0.134766,0.659618,0.538390
2,0.467603,0.334188,0.832594,0.125089,0.000001,0.772470,0.647524,0.803734,0.116908,0.647433,0.533070
3,0.448454,0.327326,0.829776,0.112830,0.000002,0.758440,0.641510,0.792132,0.109008,0.641597,0.530963
4,0.437242,0.322237,0.818405,0.106821,0.000002,0.748415,0.636689,0.778154,0.103944,0.636816,0.529409
5,0.430320,0.317967,0.806112,0.104291,0.000002,0.744757,0.634585,0.768921,0.102484,0.634613,0.528846
6,0.425160,0.313848,0.796116,0.103351,0.000002,0.743140,0.632322,0.754463,0.103273,0.632559,0.528659
7,0.420971,0.309803,0.790948,0.103258,0.000002,0.743243,0.632900,0.753578,0.102807,0.632851,0.529569
8,0.417387,0.305834,0.786491,0.103688,0.000002,0.750283,0.637863,0.747992,0.104941,0.637781,0.532827
9,0.414044,0.301794,0.784115,0.104408,0.000001,0.752841,0.639946,0.747797,0.105417,0.639955,0.534305
10,0.411564,0.298889,0.783078,0.104844,0.000001,0.751922,0.639813,0.748615,0.104624,0.639844,0.534629
11,0.411198,0.298395,0.783030,0.104973,0.000001,0.752170,0.639865,0.748241,0.104822,0.639889,0.534736
12,0.411034,0.298125,0.782957,0.105080,0.000001,0.752628,0.640238,0.747606,0.104914,0.640315,0.534914
13,0.410774,0.297761,0.782733,0.105186,0.000001,0.753167,0.640314,0.748019,0.105373,0.640363,0.535101
