snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.344997,0.314787,0.345590,133.16 M Ops,15.39 M Ops,5.83 M Ops,0.1825 M,0.4552 %,40.65 uJ,0.314787,0.345590,0.714976
snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.343108,0.317050,0.343667,133.16 M Ops,15.93 M Ops,5.83 M Ops,0.1825 M,0.4649 %,41.15 uJ,0.317050,0.343667,0.712928
