snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.410113,0.372484,0.409562,160.51 M Ops,17.36 M Ops,34.58 M Ops,0.1806 M,0.3964 %,174.68 uJ,0.372484,0.409562,0.663935
