loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.405796, 0.266160, 0.266842, 0.257515, 0.262748, 0.266842, 1086.75 M Ops, 50.54 M Ops, 218.35 M Ops, 0.0680 M, 0.4643 %, 1049.88 uJ, 0.227273, 0.166667, 0.227273, 0.446154
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.384583, 0.262357, 0.262413, 0.183780, 0.194814, 0.262413, 1086.75 M Ops, 52.21 M Ops, 218.35 M Ops, 0.0680 M, 0.4638 %, 1051.38 uJ, 0.742424, 0.030303, 0.000000, 0.276923
