epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.033442,0.033442,0.013943,0.013943,0.000000,0.000000
1,0.010868,0.010868,0.009511,0.009511,0.000000,0.000000
2,0.008531,0.008531,0.008403,0.008403,0.000000,0.000000
3,0.007737,0.007737,0.008288,0.008288,0.000000,0.000000
4,0.007344,0.007344,0.007751,0.007751,0.000000,0.000000
5,0.007069,0.007069,0.007656,0.007656,0.000000,0.000000
6,0.006873,0.006873,0.007707,0.007707,0.000000,0.000000
7,0.006759,0.006759,0.007446,0.007446,0.000000,0.000000
8,0.006613,0.006613,0.007279,0.007279,0.000000,0.000000
9,0.006534,0.006534,0.007256,0.007256,0.000000,0.000000
10,0.006470,0.006470,0.007110,0.007110,0.000000,0.000000
11,0.006408,0.006408,0.007476,0.007476,0.000000,0.000000
12,0.006402,0.006402,0.007318,0.007318,0.000000,0.000000
13,0.006316,0.006316,0.006943,0.006943,0.000000,0.000000
14,0.006254,0.006254,0.006922,0.006922,0.000000,0.000000
15,0.006244,0.006244,0.006934,0.006934,0.000000,0.000000
16,0.006227,0.006227,0.006991,0.006991,0.000000,0.000000
17,0.006182,0.006182,0.007075,0.007075,0.000000,0.000000
