epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.787667,0.611280,0.900385,0.167383,0.000002,0.490609,0.330707,0.936038,0.150542,0.334044,0.407793
1,0.676074,0.544576,0.931802,0.122180,0.000002,0.433735,0.309023,0.939509,0.115317,0.310798,0.389575
2,0.616492,0.504770,0.934803,0.102374,0.000002,0.406343,0.292001,0.931966,0.105022,0.295480,0.376275
3,0.586216,0.479770,0.928184,0.097165,0.000002,0.407416,0.298064,0.926462,0.100087,0.293829,0.374064
4,0.563952,0.459809,0.924295,0.094900,0.000003,0.400128,0.291617,0.922162,0.099289,0.290580,0.370349
5,0.546072,0.443444,0.919403,0.093433,0.000003,0.404326,0.297827,0.916770,0.097331,0.293453,0.370920
6,0.531537,0.429965,0.916848,0.092403,0.000002,0.397358,0.291094,0.911312,0.097151,0.291113,0.368398
7,0.525545,0.424510,0.912403,0.091910,0.000002,0.399333,0.294311,0.911382,0.095908,0.295791,0.371098
8,0.508664,0.407293,0.910647,0.092265,0.000002,0.402289,0.297112,0.908002,0.096097,0.296415,0.371249
9,0.500088,0.398759,0.909385,0.092235,0.000002,0.396466,0.290815,0.906858,0.096582,0.293771,0.369651
10,0.491205,0.389372,0.907216,0.092761,0.000002,0.402509,0.297259,0.904727,0.096203,0.297851,0.371521
11,0.482989,0.380643,0.905852,0.093288,0.000002,0.400576,0.293332,0.898798,0.098256,0.296353,0.371135
12,0.476770,0.373736,0.903767,0.093996,0.000002,0.410768,0.303882,0.899953,0.097886,0.298263,0.371977
13,0.471630,0.368355,0.903413,0.094241,0.000003,0.402685,0.295092,0.897457,0.098619,0.298916,0.372126
14,0.473370,0.370092,0.902854,0.094250,0.000002,0.404712,0.299449,0.902483,0.096238,0.298241,0.372065
15,0.479165,0.375554,0.901030,0.094601,0.000002,0.403683,0.297094,0.900798,0.097582,0.297907,0.371601
16,0.470548,0.366604,0.902639,0.094918,0.000002,0.403053,0.295161,0.895880,0.098934,0.299790,0.372489
