epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.555351,0.555351,1.000000,0.539630,0.539630,0.000000,0.000000,0.615453,0.539617
1,0.546379,0.546379,1.000000,0.538477,0.538477,0.000000,0.000000,0.611733,0.538487
2,0.542388,0.542388,1.000000,0.544516,0.544516,0.000000,0.000000,0.634215,0.544442
3,0.539120,0.539120,1.000000,0.538695,0.538695,0.000000,0.000000,0.618584,0.538575
0,0.555351,0.555351,1.000000,0.539630,0.539630,0.000000,0.000000,0.615453,0.539617
1,0.546379,0.546379,1.000000,0.538477,0.538477,0.000000,0.000000,0.611733,0.538487
2,0.542388,0.542388,1.000000,0.544516,0.544516,0.000000,0.000000,0.634215,0.544442
3,0.539120,0.539120,1.000000,0.538695,0.538695,0.000000,0.000000,0.618584,0.538575
0,0.555351,0.555351,1.000000,0.539630,0.539630,0.000000,0.000000,0.615453,0.539617
1,0.546379,0.546379,1.000000,0.538477,0.538477,0.000000,0.000000,0.611733,0.538487
2,0.542388,0.542388,1.000000,0.544516,0.544516,0.000000,0.000000,0.634215,0.544442
3,0.539120,0.539120,1.000000,0.538695,0.538695,0.000000,0.000000,0.618584,0.538575
