epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.521825,0.521825,0.519151,0.819256,0.819256,0.627940
1,0.379726,0.379726,0.438475,0.750759,0.750759,0.604092
2,0.359891,0.359891,0.427185,0.726266,0.726266,0.591937
3,0.348022,0.348022,0.419722,0.723795,0.723795,0.590682
4,0.341156,0.341156,0.415196,0.724894,0.724894,0.586022
5,0.336272,0.336272,0.412799,0.706578,0.706578,0.582583
6,0.330736,0.330736,0.408926,0.699351,0.699351,0.579488
7,0.325947,0.325947,0.405951,0.703903,0.703903,0.578822
8,0.322751,0.322751,0.404142,0.698835,0.698835,0.579964
9,0.320767,0.320767,0.403054,0.717199,0.717199,0.582452
10,0.318055,0.318055,0.401752,0.732812,0.732812,0.587363
11,0.316417,0.316417,0.400698,0.736308,0.736308,0.588474
12,0.313037,0.313037,0.398541,0.717520,0.717520,0.584661
13,0.312015,0.312015,0.397880,0.721808,0.721808,0.583756
14,0.311527,0.311527,0.397793,0.724301,0.724301,0.583902
