epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.651004,0.446093,0.743197,0.197479,0.000001,1.140006,0.973257,0.826291,0.158486,0.973260,0.650854
1,0.551501,0.406742,0.870476,0.136055,0.000001,1.083340,0.954542,0.848416,0.120314,0.954692,0.641624
2,0.517671,0.396912,0.869450,0.112064,0.000001,1.060812,0.946000,0.829901,0.106513,0.946202,0.637970
3,0.503063,0.390310,0.846664,0.104286,0.000001,1.051213,0.941905,0.803292,0.101276,0.941896,0.636900
4,0.494569,0.384705,0.821134,0.101653,0.000001,1.049782,0.943016,0.776823,0.098997,0.943026,0.637603
5,0.488790,0.379503,0.797527,0.101312,0.000001,1.048011,0.940529,0.754848,0.099934,0.940514,0.637707
6,0.484596,0.374704,0.777084,0.102121,0.000001,1.050418,0.942316,0.734169,0.100761,0.942425,0.638749
7,0.481414,0.370292,0.761412,0.103508,0.000001,1.055879,0.945994,0.721823,0.102667,0.946103,0.640201
8,0.478812,0.366451,0.751325,0.104848,0.000001,1.059756,0.948422,0.710751,0.104226,0.948537,0.641479
9,0.476744,0.363631,0.746516,0.105648,0.000001,1.060342,0.948728,0.709267,0.104521,0.948776,0.641500
10,0.476380,0.363245,0.745752,0.105678,0.000001,1.061318,0.949104,0.708140,0.105132,0.949190,0.641678
11,0.476167,0.362902,0.745343,0.105812,0.000001,1.061113,0.949561,0.708738,0.104465,0.949702,0.641722
12,0.475879,0.362488,0.744452,0.105946,0.000001,1.061278,0.949677,0.708329,0.104518,0.949702,0.641741
