loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.379331, 0.365024, 0.383213, 397.64 M Ops, 57.58 M Ops, 13.02 M Ops, 0.9594 M, 0.3826 %, 111.73 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.370620, 0.359138, 0.380154, 397.64 M Ops, 57.48 M Ops, 13.02 M Ops, 0.9594 M, 0.3822 %, 111.64 uJ
