input,alpha,tau,n,current,upstream_U_next,upstream_spike,independent_U_next,independent_spike
pulse,0.3,4.0,2,0.0,0.2239274826648729,0.0,0.22392748266487283,0.0
pulse,0.3,4.0,3,0.0,0.07503397868378311,0.0,0.07503397868378311,0.0
pulse,0.3,4.0,4,0.0,0.08277793375480244,0.0,0.08277793375480245,0.0
pulse,0.3,4.0,5,0.0,0.06656083358699504,0.0,0.06656083358699504,0.0
pulse,0.3,4.0,6,0.0,0.05894083489664334,0.0,0.05894083489664335,0.0
pulse,0.3,4.0,7,0.0,0.0521808024761647,0.0,0.0521808024761647,0.0
pulse,0.3,4.0,8,0.0,0.04698158894752924,0.0,0.046981588947529226,0.0
pulse,0.3,4.0,9,0.0,0.042710199871453594,0.0,0.04271019987145359,0.0
pulse,0.3,4.0,10,0.0,0.039167548496507214,0.0,0.039167548496507214,0.0
pulse,0.3,4.0,11,0.0,0.036173957713570064,0.0,0.03617395771357007,0.0
pulse,0.3,4.0,12,0.0,0.03361107563250434,0.0,0.033611075632504324,0.0
pulse,0.3,4.0,13,0.0,0.03139108788592268,0.0,0.03139108788592269,0.0
pulse,0.3,4.0,14,0.0,0.029448917563345743,0.0,0.02944891756334573,0.0
pulse,0.3,4.0,15,0.0,0.027735003309195424,0.0,0.027735003309195518,0.0
pulse,0.3,4.0,16,0.0,0.026210982522114498,0.0,0.026210982522114453,0.0
pulse,0.3,4.0,17,0.0,0.024846676280667106,0.0,0.02484667628066712,0.0
pulse,0.3,4.0,18,0.0,0.023618013305849065,0.0,0.023618013305849065,0.0
pulse,0.3,4.0,19,0.0,0.022505553866025558,0.0,0.022505553866025554,0.0
pulse,0.3,4.0,20,0.0,0.02149342339260217,0.0,0.02149342339260217,0.0
pulse,0.3,4.0,21,0.0,0.020568528255690964,0.0,0.020568528255690957,0.0
pulse,0.3,4.0,22,0.0,0.019719970285803558,0.0,0.019719970285803565,0.0
pulse,0.3,4.0,23,0.0,0.01893860355615433,0.0,0.01893860355615433,0.0
pulse,0.3,4.0,24,0.0,0.018216694613702754,0.0,0.01821669461370274,0.0
pulse,0.3,4.0,25,0.0,0.017547659000516042,0.0,0.017547659000516056,0.0
pulse,0.3,4.0,26,0.0,0.01692585477032651,0.0,0.0169258547703265,0.0
pulse,0.3,4.0,27,0.0,0.016346419093607012,0.0,0.016346419093607036,0.0
pulse,0.3,4.0,28,0.0,0.01580513779618496,0.0,0.015805137796184067,0.0
pulse,0.3,4.0,29,0.0,0.015298340325768451,0.0,0.01529834032576991,0.0
pulse,0.3,4.0,30,0.0,0.014822814536294485,0.0,0.014822814536293735,0.0
pulse,0.3,4.0,31,0.0,0.01437573705314553,0.0,0.014375737053145756,0.0
pulse,0.3,4.0,32,0.0,0.013954615988120818,0.0,0.013954615988120759,0.0
pulse,0.3,4.0,33,0.0,0.01355724351778427,0.0,0.013557243517784263,0.0
pulse,0.3,4.0,34,0.0,0.013181656395642427,0.0,0.013181656395642418,0.0
pulse,0.3,4.0,35,0.0,0.012826102888850275,0.0,0.012826102888849413,0.0
pulse,0.3,4.0,36,0.0,0.012489014950017044,0.0,0.012489014950018506,0.0
pulse,0.3,4.0,37,0.0,0.0121689846802507,0.0,0.012168984680249954,0.0
pulse,0.3,4.0,38,0.0,0.011864744329340872,0.0,0.011864744329341112,0.0
pulse,0.3,4.0,39,0.0,0.011575149227077756,0.0,0.011575149227077681,0.0
random,0.3,4.0,0,1.002460306714965,0.27924597171829507,0.0,0.279245971718295,0.0
random,0.3,4.0,1,1.5974910750169398,0.4317573290066761,0.0,0.43175732900667607,0.0
random,0.3,4.0,2,0.45172428927556485,0.1349092792736365,0.0,0.13490927927363647,0.0
random,0.3,4.0,3,-0.7811836775145484,-0.16042817517857436,0.0,-0.1604281751785743,0.0
random,0.3,4.0,4,0.0906584296565549,0.08716911648985921,0.0,0.08716911648985921,0.0
random,0.3,4.0,5,-0.9832931099929247,-0.25798375568982246,0.0,-0.2579837556898224,0.0
random,0.3,4.0,6,1.120287205194877,0.3508294661847018,0.0,0.35082946618470173,0.0
random,0.3,4.0,7,3.680430491109067,0.7229005610390032,1.0,0.7229005610390032,1.0
random,0.3,4.0,8,0.01558696289734074,0.0069251093362318605,0.0,0.0069251093362318605,0.0
random,0.3,4.0,9,-0.24094979963988084,0.033660688339585174,0.0,0.03366068833958519,0.0
random,0.3,4.0,10,1.9796841003703964,0.6154983327574038,0.0,0.6154983327574037,0.0
random,0.3,4.0,11,1.7137740163201216,0.49922708952059064,0.0,0.4992270895205906,0.0
random,0.3,4.0,12,1.210828497995797,0.41773255064827985,0.0,0.41773255064827985,0.0
random,0.3,4.0,13,-0.8609360894164093,-0.13597798301719122,0.0,-0.13597798301719116,0.0
random,0.3,4.0,14,0.941496355073453,0.3983461546797151,0.0,0.39834615467971507,0.0
random,0.3,4.0,15,2.3906063889165754,0.7243087157449157,0.0,0.7243087157449157,0.0
random,0.3,4.0,16,-1.6884290945701639,-0.40062688153684134,0.0,-0.40062688153684134,0.0
random,0.3,4.0,17,0.08476847791956366,0.19595239778398682,0.0,0.19595239778398701,0.0
random,0.3,4.0,18,-2.802445479601688,-0.7248643644448122,0.0,-0.7248643644448125,0.0
random,0.3,4.0,19,-1.5790754795699522,-0.3275494025714858,0.0,-0.3275494025714858,0.0
random,0.3,4.0,20,-2.6834700755834646,-0.7464402493551728,0.0,-0.7464402493551723,0.0
random,0.3,4.0,21,0.5298177378506375,0.1540889771015167,0.0,0.1540889771015165,0.0
random,0.3,4.0,22,-1.5348929628874064,-0.5219173805519772,0.0,-0.5219173805519775,0.0
random,0.3,4.0,23,1.542528717643403,0.42398477886425323,0.0,0.42398477886425334,0.0
random,0.3,4.0,24,1.3135021732484504,0.27288998318698543,0.0,0.2728899831869854,0.0
random,0.3,4.0,25,0.6261381107400912,0.16283327829744548,0.0,0.1628332782974457,0.0
random,0.3,4.0,26,-4.033519421641026,-1.1037476138833269,0.0,-1.1037476138833269,0.0
random,0.3,4.0,27,-0.0773857916932732,0.06467527940080767,0.0,0.06467527940080758,0.0
random,0.3,4.0,28,0.9029981091978561,0.15436759796163105,0.0,0.1543675979616312,0.0
random,0.3,4.0,29,1.226617972006615,0.2878374559506688,0.0,0.2878374559506687,0.0
random,0.3,4.0,30,-2.060271531010787,-0.601674574051215,0.0,-0.6016745740512147,0.0
random,0.3,4.0,31,0.04449344793213872,0.05996301953352877,0.0,0.05996301953352853,0.0
random,0.3,4.0,32,-0.957038156113279,-0.3233838329994295,0.0,-0.32338383299942935,0.0
random,0.3,4.0,33,-0.6176744788511985,-0.18273877657035326,0.0,-0.1827387765703536,0.0
random,0.3,4.0,34,3.1217972467721573,0.8258611943958656,0.0,0.8258611943958655,0.0
random,0.3,4.0,35,-0.615069350663793,-0.26396018915743896,0.0,-0.26396018915743963,0.0
random,0.3,4.0,36,0.9349565901089588,0.3240797685485904,0.0,0.324079768548591,0.0
random,0.3,4.0,37,2.7687797347663476,0.7540791966926355,0.0,0.7540791966926352,0.0
random,0.3,4.0,38,-0.16720086548660396,-0.049171844341029475,0.0,-0.04917184434102903,0.0
random,0.3,4.0,39,0.7765961008316807,0.318178130920736,0.0,0.3181781309207351,0.0
constant,0.3,8.0,0,1.5,0.20892047035261907,0.0,0.20892047035261904,0.0
constant,0.3,8.0,1,1.5,0.22811276128644614,0.0,0.22811276128644611,0.0
constant,0.3,8.0,2,1.5,0.2519831848101094,0.0,0.25198318481010934,0.0
constant,0.3,8.0,3,1.5,0.2695903043144207,0.0,0.26959030431442066,0.0
constant,0.3,8.0,4,1.5,0.28422109962804554,0.0,0.2842210996280455,0.0
constant,0.3,8.0,5,1.5,0.29673385237249983,0.0,0.29673385237249983,0.0
constant,0.3,8.0,6,1.5,0.3077078388857186,0.0,0.3077078388857185,0.0
constant,0.3,8.0,7,1.5,0.31750354399420977,0.0,0.3175035439942097,0.0
constant,0.3,8.0,8,1.5,0.3263658328443516,0.0,0.3263658328443515,0.0
constant,0.3,8.0,9,1.5,0.334468648498912,0.0,0.334468648498912,0.0
constant,0.3,8.0,10,1.5,0.3419403199386458,0.0,0.3419403199386457,0.0
constant,0.3,8.0,11,1.5,0.3488784018349088,0.0,0.34887840183490876,0.0
constant,0.3,8.0,12,1.5,0.35535890038113305,0.0,0.35535890038113305,0.0
constant,0.3,8.0,13,1.5,0.36144226012536257,0.0,0.3614422601253625,0.0
constant,0.3,8.0,14,1.5,0.36717739262940974,0.0,0.36717739262940974,0.0
constant,0.3,8.0,15,1.5,0.37260447154323595,0.0,0.37260447154323584,0.0
constant,0.3,8.0,16,1.5,0.377756923208828,0.0,0.3777569232088279,0.0
constant,0.3,8.0,17,1.5,0.38266287678614724,0.0,0.3826628767861472,0.0
constant,0.3,8.0,18,1.5,0.38734624175502097,0.0,0.38734624175502097,0.0
constant,0.3,8.0,19,1.5,0.3918275226281934,0.0,0.3918275226281933,0.0
constant,0.3,8.0,20,1.5,0.39612444458441354,0.0,0.39612444458441354,0.0
constant,0.3,8.0,21,1.5,0.4002524406063832,0.0,0.4002524406063831,0.0
constant,0.3,8.0,22,1.5,0.404225035539558,0.0,0.404225035539558,0.0
constant,0.3,8.0,23,1.5,0.4080541523167639,0.0,0.4080541523167639,0.0
constant,0.3,8.0,24,1.5,0.4117503586377131,0.0,0.41175035863771303,0.0
constant,0.3,8.0,25,1.5,0.41532306754970605,0.0,0.415323067549706,0.0
constant,0.3,8.0,26,1.5,0.4187807019489519,0.0,0.41878070194895184,0.0
constant,0.3,8.0,27,1.5,0.4221308305607926,0.0,0.4221308305607925,0.0
constant,0.3,8.0,28,1.5,0.42538028116530674,0.0,0.4253802811653067,0.0
constant,0.3,8.0,29,1.5,0.428535235513851,0.0,0.428535235513851,0.0
constant,0.3,8.0,30,1.5,0.4316013093969593,0.0,0.4316013093969593,0.0
constant,0.3,8.0,31,1.5,0.4345836205814271,0.0,0.43458362058142697,0.0
constant,0.3,8.0,32,1.5,0.43748684676900984,0.0,0.43748684676900973,0.0
constant,0.3,8.0,33,1.5,0.4403152752947104,0.0,0.4403152752947104,0.0
constant,0.3,8.0,34,1.5,0.4430728459458452,0.0,0.4430728459458451,0.0
constant,0.3,8.0,35,1.5,0.44576318801992804,0.0,0.4457631880199279,0.0
constant,0.3,8.0,36,1.5,0.44838965253218727,0.0,0.4483896525321872,0.0
constant,0.3,8.0,37,1.5,0.4509553403192057,0.0,0.4509553403192057,0.0
constant,0.3,8.0,38,1.5,0.4534631266539729,0.0,0.45346312665397287,0.0
constant,0.3,8.0,39,1.5,0.4559156828822215,0.0,0.4559156828822214,0.0
pulse,0.3,8.0,0,8.0,0.974962194978889,1.0,0.9749621949788889,1.0
pulse,0.3,8.0,1,0.0,0.08956402435785965,0.0,0.08956402435785962,0.0
pulse,0.3,8.0,2,0.0,0.11139530977709507,0.0,0.11139530977709505,0.0
pulse,0.3,8.0,3,0.0,0.08216655768678627,0.0,0.08216655768678625,0.0
pulse,0.3,8.0,4,0.0,0.06827704479691586,0.0,0.06827704479691585,0.0
pulse,0.3,8.0,5,0.0,0.058392846140786804,0.0,0.05839284614078681,0.0
pulse,0.3,8.0,6,0.0,0.051211937061687335,0.0,0.05121193706168732,0.0
pulse,0.3,8.0,7,0.0,0.045713290506292144,0.0,0.045713290506292144,0.0
pulse,0.3,8.0,8,0.0,0.04135734796732843,0.0,0.041357347967328414,0.0
pulse,0.3,8.0,9,0.0,0.03781313972128217,0.0,0.037813139721282155,0.0
pulse,0.3,8.0,10,0.0,0.034867800052091,0.0,0.03486780005209101,0.0
pulse,0.3,8.0,11,0.0,0.03237771551589408,0.0,0.03237771551589407,0.0
pulse,0.3,8.0,12,0.0,0.030242326549046628,0.0,0.030242326549046617,0.0
pulse,0.3,8.0,13,0.0,0.028389012139737373,0.0,0.02838901213973737,0.0
pulse,0.3,8.0,14,0.0,0.026763951685553733,0.0,0.02676395168555372,0.0
pulse,0.3,8.0,15,0.0,0.025326368264522052,0.0,0.02532636826452205,0.0
pulse,0.3,8.0,16,0.0,0.02404477443942972,0.0,0.024044774439429713,0.0
pulse,0.3,8.0,17,0.0,0.022894450027489615,0.0,0.02289445002748961,0.0
pulse,0.3,8.0,18,0.0,0.02185570318807777,0.0,0.021855703188077762,0.0
pulse,0.3,8.0,19,0.0,0.020912644074804303,0.0,0.020912644074804296,0.0
pulse,0.3,8.0,20,0.0,0.02005230246236096,0.0,0.020052302462360956,0.0
pulse,0.3,8.0,21,0.0,0.019263981435858182,0.0,0.019263981435858175,0.0
pulse,0.3,8.0,22,0.0,0.018538776354815868,0.0,0.018538776354815878,0.0
pulse,0.3,8.0,23,0.0,0.017869211626960837,0.0,0.017869211626960833,0.0
pulse,0.3,8.0,24,0.0,0.017248962831096434,0.0,0.017248962831096434,0.0
pulse,0.3,8.0,25,0.0,0.01667264158930012,0.0,0.01667264158930012,0.0
pulse,0.3,8.0,26,0.0,0.01613562719648081,0.0,0.016135627196480803,0.0
pulse,0.3,8.0,27,0.0,0.015633933521923094,0.0,0.015633933521923105,0.0
pulse,0.3,8.0,28,0.0,0.015164102821066507,0.0,0.01516410282106607,0.0
pulse,0.3,8.0,29,0.0,0.014723120293205952,0.0,0.014723120293206509,0.0
pulse,0.3,8.0,30,0.0,0.014308344787839206,0.0,0.0143083447878391,0.0
pulse,0.3,8.0,31,0.0,0.01391745219418235,0.0,0.013917452194182355,0.0
pulse,0.3,8.0,32,0.0,0.013548388875386619,0.0,0.013548388875386615,0.0
pulse,0.3,8.0,33,0.0,0.013199333119935742,0.0,0.013199333119935732,0.0
pulse,0.3,8.0,34,0.0,0.012868663038628936,0.0,0.012868663038628932,0.0
pulse,0.3,8.0,35,0.0,0.012554929679053927,0.0,0.012554929679053493,0.0
pulse,0.3,8.0,36,0.0,0.012256834390542603,0.0,0.012256834390543153,0.0
pulse,0.3,8.0,37,0.0,0.011973209672752932,0.0,0.011973209672752822,0.0
pulse,0.3,8.0,38,0.0,0.011703002895580078,0.0,0.011703002895580086,0.0
pulse,0.3,8.0,39,0.0,0.01144526239849306,0.0,0.011445262398493047,0.0
random,0.3,8.0,0,1.002460306714965,0.13962298585914754,0.0,0.1396229858591475,0.0
random,0.3,8.0,1,1.5974910750169398,0.23532539775515818,0.0,0.23532539775515815,0.0
random,0.3,8.0,2,0.45172428927556485,0.09930874436534559,0.0,0.09930874436534558,0.0
random,0.3,8.0,3,-0.7811836775145484,-0.06583494026792655,0.0,-0.06583494026792654,0.0
random,0.3,8.0,4,0.0906584296565549,0.038349703518045924,0.0,0.038349703518045924,0.0
random,0.3,8.0,5,-0.9832931099929247,-0.11897842325095967,0.0,-0.11897842325095963,0.0
random,0.3,8.0,6,1.120287205194877,0.1607920169865794,0.0,0.16079201698657938,0.0
random,0.3,8.0,7,3.680430491109067,0.5267442566719042,0.0,0.526744256671904,0.0
random,0.3,8.0,8,0.01558696289734074,0.06957507092809873,0.0,0.06957507092809873,0.0
random,0.3,8.0,9,-0.24094979963988084,0.04161248854132984,0.0,0.041612488541329845,0.0
random,0.3,8.0,10,1.9796841003703964,0.33067544744986677,0.0,0.33067544744986666,0.0
random,0.3,8.0,11,1.7137740163201216,0.3094341185490784,0.0,0.3094341185490783,0.0
random,0.3,8.0,12,1.210828497995797,0.2621617762434325,0.0,0.26216177624343245,0.0
random,0.3,8.0,13,-0.8609360894164093,-0.018041485961767467,0.0,-0.018041485961767467,0.0
random,0.3,8.0,14,0.941496355073453,0.21135872182520524,0.0,0.2113587218252052,0.0
random,0.3,8.0,15,2.3906063889165754,0.4086016822089005,0.0,0.4086016822089005,0.0
random,0.3,8.0,16,-1.6884290945701639,-0.13150509597647458,0.0,-0.13150509597647464,0.0
random,0.3,8.0,17,0.08476847791956366,0.09217534569348317,0.0,0.09217534569348323,0.0
random,0.3,8.0,18,-2.802445479601688,-0.3302224820877084,0.0,-0.33022248208770844,0.0
random,0.3,8.0,19,-1.5790754795699522,-0.1980003567149163,0.0,-0.1980003567149164,0.0
random,0.3,8.0,20,-2.6834700755834646,-0.38513332068258593,0.0,-0.38513332068258554,0.0
random,0.3,8.0,21,0.5298177378506375,0.03127391141514552,0.0,0.03127391141514542,0.0
random,0.3,8.0,22,-1.5348929628874064,-0.248860811059204,0.0,-0.2488608110592041,0.0
random,0.3,8.0,23,1.542528717643403,0.17734423076059283,0.0,0.17734423076059277,0.0
random,0.3,8.0,24,1.3135021732484504,0.16620926188836108,0.0,0.16620926188836108,0.0
random,0.3,8.0,25,0.6261381107400912,0.10292568360151705,0.0,0.10292568360151716,0.0
random,0.3,8.0,26,-4.033519421641026,-0.5342776594858493,0.0,-0.5342776594858494,0.0
random,0.3,8.0,27,-0.0773857916932732,-0.037049199310662306,0.0,-0.037049199310662376,0.0
random,0.3,8.0,28,0.9029981091978561,0.08178440726228887,0.0,0.08178440726228893,0.0
random,0.3,8.0,29,1.226617972006615,0.15281599238433355,0.0,0.1528159923843335,0.0
random,0.3,8.0,30,-2.060271531010787,-0.27964888681681366,0.0,-0.27964888681681344,0.0
random,0.3,8.0,31,0.04449344793213872,-0.008041824931546218,0.0,-0.00804182493154626,0.0
random,0.3,8.0,32,-0.957038156113279,-0.15689803096263885,0.0,-0.15689803096263885,0.0
random,0.3,8.0,33,-0.6176744788511985,-0.11427543766194842,0.0,-0.11427543766194855,0.0
random,0.3,8.0,34,3.1217972467721573,0.3989161075261083,0.0,0.39891610752610823,0.0
random,0.3,8.0,35,-0.615069350663793,-0.07709181958799388,0.0,-0.0770918195879943,0.0
random,0.3,8.0,36,0.9349565901089588,0.14696756286787582,0.0,0.14696756286787613,0.0
random,0.3,8.0,37,2.7687797347663476,0.4033981644354901,0.0,0.4033981644354901,0.0
random,0.3,8.0,38,-0.16720086548660396,0.032192052619494385,0.0,0.03219205261949459,0.0
random,0.3,8.0,39,0.7765961008316807,0.16537616933893431,0.0,0.16537616933893395,0.0
constant,0.5,4.0,0,1.5,0.42314218766081724,0.0,0.42314218766081724,0.0
constant,0.5,4.0,1,1.5,0.4790472132832275,0.0,0.4790472132832275,0.0
constant,0.5,4.0,2,1.5,0.5483239420128554,0.0,0.5483239420128553,0.0
constant,0.5,4.0,3,1.5,0.5976905567649977,0.0,0.5976905567649977,0.0
constant,0.5,4.0,4,1.5,0.6385634641253742,0.0,0.6385634641253743,0.0
constant,0.5,4.0,5,1.5,0.6729572136787803,0.0,0.6729572136787801,0.0
constant,0.5,4.0,6,1.5,0.702664661043513,0.0,0.702664661043513,0.0
constant,0.5,4.0,7,1.5,0.7287610592369467,0.0,0.7287610592369467,0.0
constant,0.5,4.0,8,1.5,0.7519958869976829,0.0,0.7519958869976829,0.0
constant,0.5,4.0,9,1.5,0.7729050344638835,0.0,0.7729050344638835,0.0
constant,0.5,4.0,10,1.5,0.7918866796226959,0.0,0.7918866796226959,0.0
constant,0.5,4.0,11,1.5,0.8092448724087816,0.0,0.8092448724087815,0.0
constant,0.5,4.0,12,1.5,0.825217219728265,0.0,0.825217219728265,0.0
constant,0.5,4.0,13,1.5,0.8399930130679049,0.0,0.8399930130679049,0.0
constant,0.5,4.0,14,1.5,0.5716307508658698,1.0,0.5716307508658698,1.0
constant,0.5,4.0,15,1.5,0.829270688605706,0.0,0.829270688605706,0.0
constant,0.5,4.0,16,1.5,0.8323586910027021,0.0,0.8323586910027021,0.0
constant,0.5,4.0,17,1.5,0.8569098509574318,0.0,0.8569098509574319,0.0
constant,0.5,4.0,18,1.5,0.591105202612731,1.0,0.591105202612731,1.0
constant,0.5,4.0,19,1.5,0.8502908813582575,0.0,0.8502908813582575,0.0
constant,0.5,4.0,20,1.5,0.5719161572884369,1.0,0.5719161572884369,1.0
constant,0.5,4.0,21,1.5,0.8414487308501575,0.0,0.8414487308501575,0.0
constant,0.5,4.0,22,1.5,0.5665951462625667,1.0,0.5665951462625666,1.0
constant,0.5,4.0,23,1.5,0.8387438906752784,0.0,0.8387438906752783,0.0
constant,0.5,4.0,24,1.5,0.5656145763866387,1.0,0.5656145763866387,1.0
constant,0.5,4.0,25,1.5,0.8389865204624967,0.0,0.8389865204624967,0.0
constant,0.5,4.0,26,1.5,0.5667422352784364,1.0,0.5667422352784365,1.0
constant,0.5,4.0,27,1.5,0.8407670749296328,0.0,0.8407670749296325,0.0
constant,0.5,4.0,28,1.5,0.5690100451798812,1.0,0.5690100451798813,1.0
constant,0.5,4.0,29,1.5,0.8434009463271408,0.0,0.843400946327141,0.0
constant,0.5,4.0,30,1.5,0.5719194265246546,1.0,0.5719194265246546,1.0
constant,0.5,4.0,31,1.5,0.8465170402311883,0.0,0.8465170402311886,0.0
constant,0.5,4.0,32,1.5,0.5751892452493775,1.0,0.5751892452493774,1.0
constant,0.5,4.0,33,1.5,0.8498993148647993,0.0,0.8498993148647993,0.0
constant,0.5,4.0,34,1.5,0.57865153984678,1.0,0.5786515398467801,1.0
constant,0.5,4.0,35,1.5,0.8534159472288019,0.0,0.853415947228802,0.0
constant,0.5,4.0,36,1.5,0.582202055888387,1.0,0.5822020558883871,1.0
constant,0.5,4.0,37,1.5,0.8569839835727789,0.0,0.8569839835727782,0.0
constant,0.5,4.0,38,1.5,0.5857744799949857,1.0,0.585774479994986,1.0
constant,0.5,4.0,39,1.5,0.8605502355853538,0.0,0.8605502355853536,0.0
pulse,0.5,4.0,0,8.0,1.974663542417147,1.0,1.974663542417147,1.0
pulse,0.5,4.0,1,0.0,-0.021204672202629893,1.0,-0.021204672202629893,1.0
pulse,0.5,4.0,2,0.0,0.2860213836566558,0.0,0.2860213836566557,0.0
pulse,0.5,4.0,3,0.0,0.18419304969024644,0.0,0.1841930496902464,0.0
pulse,0.5,4.0,4,0.0,0.15782915784699536,0.0,0.1578291578469954,0.0
pulse,0.5,4.0,5,0.0,0.1332555596756433,0.0,0.1332555596756433,0.0
pulse,0.5,4.0,6,0.0,0.1157055879998163,0.0,0.1157055879998163,0.0
pulse,0.5,4.0,7,0.0,0.10197822665953472,0.0,0.10197822665953475,0.0
pulse,0.5,4.0,8,0.0,0.09103159742114686,0.0,0.09103159742114686,0.0
pulse,0.5,4.0,9,0.0,0.08208613633511173,0.0,0.0820861363351117,0.0
pulse,0.5,4.0,10,0.0,0.07464157909699094,0.0,0.0746415790969909,0.0
pulse,0.5,4.0,11,0.0,0.06835046956252484,0.0,0.06835046956252491,0.0
pulse,0.5,4.0,12,0.0,0.06296549230019911,0.0,0.06296549230019916,0.0
pulse,0.5,4.0,13,0.0,0.058305470705329834,0.0,0.058305470705329834,0.0
pulse,0.5,4.0,14,0.0,0.05423460910884169,0.0,0.054234609108841675,0.0
pulse,0.5,4.0,15,0.0,0.05064907450740808,0.0,0.050649074507408104,0.0
pulse,0.5,4.0,16,0.0,0.04746808993228033,0.0,0.047468089932280313,0.0
pulse,0.5,4.0,17,0.0,0.044627855546468795,0.0,0.04462785554646878,0.0
pulse,0.5,4.0,18,0.0,0.04207730147084068,0.0,0.04207730147084068,0.0
pulse,0.5,4.0,19,0.0,0.03977505784817057,0.0,0.03977505784817055,0.0
pulse,0.5,4.0,20,0.0,0.03768725291089073,0.0,0.03768725291089075,0.0
pulse,0.5,4.0,21,0.0,0.03578588605026509,0.0,0.03578588605026508,0.0
pulse,0.5,4.0,22,0.0,0.03404760767995722,0.0,0.034047607679957216,0.0
pulse,0.5,4.0,23,0.0,0.03245279175533314,0.0,0.032452791755333145,0.0
pulse,0.5,4.0,24,0.0,0.03098482205736315,0.0,0.030984822057363144,0.0
pulse,0.5,4.0,25,0.0,0.029629536791573274,0.0,0.02962953679157329,0.0
pulse,0.5,4.0,26,0.0,0.028374791928241522,0.0,0.028374791928241494,0.0
pulse,0.5,4.0,27,0.0,0.027210114642471937,0.0,0.027210114642471944,0.0
pulse,0.5,4.0,28,0.0,0.02612642585660154,0.0,0.02612642585660155,0.0
pulse,0.5,4.0,29,0.0,0.025115816307208966,0.0,0.025115816307208962,0.0
pulse,0.5,4.0,30,0.0,0.02417136445248576,0.0,0.02417136445248577,0.0
pulse,0.5,4.0,31,0.0,0.02328698736614867,0.0,0.02328698736614866,0.0
