loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.418546, 0.406423, 0.417031, 0.740189, 36.06 M Ops, 4.26 M Ops, 1.95 M Ops, 0.1301 M, 0.4401 %, 12.79 uJ
