epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.554164,0.554164,0.538458,0.899627,0.899627,0.668682
1,0.407587,0.407587,0.458851,0.798499,0.798499,0.619631
2,0.381217,0.381217,0.442535,0.772362,0.772362,0.605466
3,0.370070,0.370070,0.435525,0.774601,0.774601,0.604165
4,0.363469,0.363469,0.431504,0.767375,0.767375,0.604223
5,0.359473,0.359473,0.429313,0.780665,0.780665,0.602061
6,0.358883,0.358883,0.429517,0.767905,0.767905,0.601524
7,0.355313,0.355313,0.427604,0.782542,0.782542,0.606717
8,0.350828,0.350828,0.424212,0.781545,0.781545,0.605502
9,0.351384,0.351384,0.425244,0.783867,0.783867,0.605731
10,0.349848,0.349848,0.424246,0.800098,0.800098,0.609303
