loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.378301, 0.373339, 0.403996, 89.08 M Ops, 11.80 M Ops, 5.21 M Ops, 0.2432 M, 0.3838 %, 34.58 uJ
