horizon_zero_based,mse,mae
0,0.332771685981,0.409835832399
1,0.361989109581,0.421894832999
2,0.386017056146,0.432389167589
3,0.393586929125,0.432121515571
4,0.395826209247,0.432010125003
5,0.392556261272,0.430308941896
6,0.394482090494,0.432965417496
7,0.40158069014,0.437335507388
8,0.402093860326,0.435214090502
9,0.400561452144,0.432173615368
10,0.407383313201,0.436670340763
11,0.399660475988,0.429436288775
12,0.397245213576,0.427435958747
13,0.386756275212,0.425607540318
14,0.391902764304,0.430061561904
15,0.395948173266,0.433323809379
16,0.398353617141,0.434757869606
17,0.400168951822,0.434414360532
18,0.40038847161,0.430984892693
19,0.399048025264,0.429899822376
20,0.393227159908,0.425826132659
21,0.380046549337,0.419875887105
22,0.385467575216,0.425368799998
23,0.399361157559,0.436720487157
24,0.411760839831,0.445218797179
25,0.41484185837,0.445879823449
26,0.41670065598,0.445188107109
27,0.420306804247,0.442545559958
28,0.414144832665,0.43826363496
29,0.40575887024,0.434156066559
30,0.409578706901,0.438631491746
31,0.414396715261,0.442449192569
32,0.413701535702,0.440892597512
33,0.418770428879,0.443187426606
34,0.417598018844,0.441941839726
35,0.418276761235,0.441286797482
36,0.403744990793,0.432814260317
37,0.397702002418,0.430236640583
38,0.40067806551,0.43488592939
39,0.407963560789,0.440848601856
40,0.407768913954,0.440652624885
41,0.411222286301,0.442339065484
42,0.413871987535,0.443212230178
43,0.412655857354,0.43998760521
44,0.404286453748,0.437477880538
45,0.396079002768,0.434626065036
46,0.400328539484,0.43951887404
47,0.413535045094,0.452157465439
48,0.416962066611,0.452294905968
49,0.419718227089,0.452892098105
50,0.430053583066,0.457473732276
51,0.431022890068,0.456240327665
52,0.421169047587,0.444578248525
53,0.416872442975,0.443184662019
54,0.423290882917,0.45042149916
55,0.43136002362,0.456340737013
56,0.429470441871,0.45213051735
57,0.429937481597,0.452450890395
58,0.43225144071,0.454227055245
59,0.426031906695,0.448807772365
60,0.419830886516,0.443666562419
61,0.422325530912,0.447410413358
62,0.432846072215,0.45588668595
63,0.436052322641,0.459550842206
64,0.436962434696,0.459499775353
65,0.43176921415,0.453268287518
66,0.433050360423,0.453775329774
67,0.430307895085,0.450311061079
68,0.424047534529,0.44688996616
69,0.417382072242,0.442669832604
70,0.426779922724,0.453511524223
71,0.433516420564,0.458252848119
72,0.438816166714,0.461211349216
73,0.442038476808,0.462760022473
74,0.448556752959,0.467485935735
75,0.449955549863,0.465116555795
76,0.440053779443,0.453867381875
77,0.438834819537,0.454153161374
78,0.446965909317,0.461906004802
79,0.456212516333,0.469414426607
80,0.453823425125,0.468351913446
81,0.446976440053,0.46185711119
82,0.453161483876,0.467020184771
83,0.449881309696,0.464706137364
84,0.444949588534,0.457976472668
85,0.445460481494,0.46063105532
86,0.44883385217,0.464564759157
87,0.458036993487,0.471654867932
88,0.458153393984,0.470856861944
89,0.449989066047,0.463483542947
90,0.449801977004,0.464220426106
91,0.455998270005,0.470837651504
92,0.443458395708,0.461371643366
93,0.436752792856,0.458063868251
94,0.439834221497,0.463360623252
95,0.455924027958,0.475522218815
96,0.44914152522,0.470921878509
97,0.448997668813,0.470902011567
98,0.458112977303,0.478228919853
99,0.454672239735,0.474135480821
100,0.443724298724,0.459864244233
101,0.443396047456,0.460972915946
102,0.448308292944,0.464647216896
103,0.457414400778,0.470935894784
104,0.456112633106,0.468434023125
105,0.450743663328,0.466141620489
106,0.454154349257,0.469445394484
107,0.453047463808,0.469222314662
108,0.449703209576,0.465876873033
109,0.443728793119,0.461205982177
110,0.455863294542,0.472240370219
111,0.456519428723,0.474162730276
112,0.457207627698,0.472369336659
113,0.454916412386,0.470797085117
114,0.456837146696,0.472215603045
115,0.456726229509,0.474952944586
116,0.446407797783,0.464857082868
117,0.447451534734,0.466309160754
118,0.45495046568,0.473354359063
119,0.466578047428,0.48477488219
120,0.469335509285,0.48499616946
121,0.470417623074,0.486613117605
122,0.466538049933,0.485495033108
123,0.46478508508,0.481366605567
124,0.462095899239,0.477493479453
125,0.457766350886,0.474699137411
126,0.467615378,0.479842904643
127,0.472197292762,0.484970876997
128,0.471876149581,0.484223335263
129,0.470030026067,0.482486596681
130,0.47539642077,0.487749099141
131,0.465229983155,0.479772587557
132,0.464094194938,0.475664745414
133,0.463694927796,0.475890308258
134,0.471135284605,0.481591254621
135,0.481634625737,0.488241950625
136,0.47975030637,0.486714626029
137,0.474365484032,0.482276377365
138,0.474798267877,0.484825232523
139,0.476758029951,0.487202517748
140,0.474070874374,0.484745936894
141,0.469901109455,0.480591981443
142,0.468407854937,0.479828167892
143,0.487322240408,0.496804859817
144,0.489469749975,0.496915163774
145,0.490618644563,0.499362308935
146,0.485157694864,0.498589786035
147,0.487497890055,0.498835193534
148,0.475851560884,0.488456550595
149,0.473640048413,0.485341985744
