epoch,train_loss,train_ce,train_mse,train_distill,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.440296,2.198948,0.203392,0.239314,2.399461,2.180684,0.197103,0.216807,"tensor(0.2324, device='cuda:2')","tensor([0.0000, 0.0000, 0.9773, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:2')","tensor(0.0424, device='cuda:2')","tensor(0.0263, device='cuda:2')"
1,2.344974,2.119890,0.154125,0.223543,2.198882,1.997337,0.197238,0.199573,"tensor(0.8000, device='cuda:2')","tensor([0.8387, 0.8571, 0.8977, 0.9545, 0.6897, 1.0000, 0.8750, 0.2400, 0.9655],
       device='cuda:2')","tensor(0.8025, device='cuda:2')","tensor(0.8679, device='cuda:2')"
2,2.127781,1.941855,0.224570,0.183680,1.963157,1.790104,0.225966,0.170793,"tensor(0.9189, device='cuda:2')","tensor([0.9032, 0.9429, 0.9659, 0.9773, 0.9655, 1.0000, 0.9750, 0.6800, 0.8966],
       device='cuda:2')","tensor(0.9122, device='cuda:2')","tensor(0.9098, device='cuda:2')"
3,1.889532,1.739499,0.168924,0.148344,1.691604,1.545323,0.156027,0.144720,"tensor(0.9324, device='cuda:2')","tensor([0.9032, 1.0000, 0.9545, 0.9773, 1.0000, 1.0000, 0.9750, 0.7200, 0.9310],
       device='cuda:2')","tensor(0.9310, device='cuda:2')","tensor(0.9314, device='cuda:2')"
4,1.609230,1.485194,0.135254,0.122683,1.375985,1.245188,0.143033,0.129367,"tensor(0.9270, device='cuda:2')","tensor([0.8387, 0.9429, 0.9545, 0.9773, 1.0000, 1.0000, 1.0000, 0.7400, 0.9310],
       device='cuda:2')","tensor(0.9237, device='cuda:2')","tensor(0.9249, device='cuda:2')"
5,1.314838,1.202465,0.132774,0.111046,1.065175,0.950762,0.147770,0.112936,"tensor(0.9297, device='cuda:2')","tensor([0.8710, 0.9429, 0.9545, 0.9091, 1.0000, 1.0000, 0.9750, 0.8000, 0.9655],
       device='cuda:2')","tensor(0.9268, device='cuda:2')","tensor(0.9276, device='cuda:2')"
6,1.069132,0.962515,0.132685,0.105289,0.806609,0.698703,0.145992,0.106446,"tensor(0.9243, device='cuda:2')","tensor([0.8065, 0.9429, 0.9318, 0.8864, 1.0000, 1.0000, 0.9750, 0.8600, 0.9655],
       device='cuda:2')","tensor(0.9215, device='cuda:2')","tensor(0.9249, device='cuda:2')"
7,0.896744,0.793341,0.136533,0.102038,0.642637,0.541574,0.147105,0.099591,"tensor(0.9189, device='cuda:2')","tensor([0.7742, 0.9429, 0.9091, 0.9091, 1.0000, 1.0000, 0.9750, 0.8400, 1.0000],
       device='cuda:2')","tensor(0.9190, device='cuda:2')","tensor(0.9291, device='cuda:2')"
8,0.789872,0.689106,0.135333,0.099412,0.559544,0.461863,0.150208,0.096179,"tensor(0.9135, device='cuda:2')","tensor([0.7419, 0.9429, 0.9432, 0.9318, 1.0000, 1.0000, 0.9500, 0.7600, 1.0000],
       device='cuda:2')","tensor(0.9135, device='cuda:2')","tensor(0.9352, device='cuda:2')"
9,0.733218,0.637594,0.135824,0.094265,0.416080,0.320638,0.144798,0.093994,"tensor(0.9351, device='cuda:2')","tensor([0.8710, 0.9429, 0.9432, 0.9545, 1.0000, 1.0000, 0.9500, 0.8200, 1.0000],
       device='cuda:2')","tensor(0.9358, device='cuda:2')","tensor(0.9457, device='cuda:2')"
10,0.690635,0.597715,0.127171,0.091649,0.312471,0.221784,0.132512,0.089362,"tensor(0.9838, device='cuda:2')","tensor([0.9677, 0.9429, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 1.0000, 0.9655],
       device='cuda:2')","tensor(0.9825, device='cuda:2')","tensor(0.9829, device='cuda:2')"
11,0.650480,0.561953,0.118146,0.087346,0.309230,0.221258,0.139354,0.086578,"tensor(0.9622, device='cuda:2')","tensor([0.8710, 0.9143, 0.9886, 0.9091, 1.0000, 1.0000, 1.0000, 1.0000, 0.9310],
       device='cuda:2')","tensor(0.9619, device='cuda:2')","tensor(0.9704, device='cuda:2')"
12,0.624625,0.538450,0.111343,0.085061,0.314930,0.226457,0.119719,0.087276,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9429, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9000, 0.9310],
       device='cuda:2')","tensor(0.9695, device='cuda:2')","tensor(0.9679, device='cuda:2')"
13,0.608895,0.526103,0.103974,0.081752,0.280937,0.197324,0.109289,0.082520,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9429, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9200, 0.9310],
       device='cuda:2')","tensor(0.9739, device='cuda:2')","tensor(0.9736, device='cuda:2')"
14,0.597931,0.516504,0.097680,0.080450,0.265604,0.182850,0.103930,0.081714,"tensor(0.9784, device='cuda:2')","tensor([1.0000, 0.9714, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9200, 0.9310],
       device='cuda:2')","tensor(0.9768, device='cuda:2')","tensor(0.9765, device='cuda:2')"
15,0.590955,0.510988,0.092700,0.079039,0.277590,0.197173,0.098760,0.079429,"tensor(0.9784, device='cuda:2')","tensor([1.0000, 0.9143, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.9655],
       device='cuda:2')","tensor(0.9776, device='cuda:2')","tensor(0.9774, device='cuda:2')"
16,0.584873,0.506274,0.089426,0.077704,0.287892,0.208745,0.096235,0.078185,"tensor(0.9730, device='cuda:2')","tensor([0.9677, 0.9143, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9655],
       device='cuda:2')","tensor(0.9725, device='cuda:2')","tensor(0.9713, device='cuda:2')"
17,0.582653,0.504489,0.088046,0.077284,0.267880,0.190566,0.096713,0.076348,"tensor(0.9757, device='cuda:2')","tensor([0.9677, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9655],
       device='cuda:2')","tensor(0.9748, device='cuda:2')","tensor(0.9745, device='cuda:2')"
18,0.579546,0.502448,0.087223,0.076225,0.287582,0.209163,0.090425,0.077515,"tensor(0.9811, device='cuda:2')","tensor([1.0000, 0.9714, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9400, 0.9310],
       device='cuda:2')","tensor(0.9796, device='cuda:2')","tensor(0.9795, device='cuda:2')"
19,0.577411,0.501202,0.082894,0.075380,0.284785,0.209147,0.093586,0.074701,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9429, 1.0000, 0.9773, 1.0000, 1.0000, 0.9750, 0.9200, 0.9310],
       device='cuda:2')","tensor(0.9735, device='cuda:2')","tensor(0.9759, device='cuda:2')"
20,0.575978,0.500934,0.079987,0.074244,0.324752,0.249415,0.090543,0.074432,"tensor(0.9568, device='cuda:2')","tensor([0.9355, 0.9429, 0.9432, 0.9773, 1.0000, 1.0000, 1.0000, 0.9000, 0.9655],
       device='cuda:2')","tensor(0.9557, device='cuda:2')","tensor(0.9553, device='cuda:2')"
21,0.573092,0.498750,0.077878,0.073564,0.264630,0.190155,0.087526,0.073600,"tensor(0.9811, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 1.0000, 0.9310],
       device='cuda:2')","tensor(0.9791, device='cuda:2')","tensor(0.9776, device='cuda:2')"
22,0.570655,0.497058,0.075832,0.072839,0.251553,0.177745,0.085589,0.072952,"tensor(0.9838, device='cuda:2')","tensor([1.0000, 0.9429, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9815, device='cuda:2')","tensor(0.9821, device='cuda:2')"
23,0.567649,0.494708,0.072544,0.072215,0.284521,0.211822,0.084700,0.071852,"tensor(0.9730, device='cuda:2')","tensor([0.9677, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9200, 1.0000],
       device='cuda:2')","tensor(0.9713, device='cuda:2')","tensor(0.9694, device='cuda:2')"
