step,mae,mse
0,0.233748,0.125229
1,0.279588,0.183074
2,0.311141,0.227605
3,0.334258,0.265196
4,0.344018,0.285517
5,0.348992,0.295525
6,0.352394,0.302155
7,0.354259,0.306460
8,0.356574,0.309606
9,0.356877,0.310666
10,0.357465,0.310141
11,0.358571,0.310098
12,0.358394,0.311067
13,0.357070,0.309814
14,0.357333,0.312739
15,0.358985,0.311028
16,0.361101,0.312088
17,0.356477,0.309827
18,0.357980,0.312038
19,0.357313,0.309045
20,0.358819,0.310935
21,0.357050,0.310164
22,0.357031,0.309553
23,0.357328,0.312994
24,0.364229,0.321801
25,0.374427,0.337062
26,0.378518,0.346508
27,0.383556,0.353814
28,0.388015,0.363189
29,0.385579,0.362064
30,0.388264,0.369667
31,0.387892,0.370348
32,0.387368,0.366712
33,0.388741,0.367816
34,0.392112,0.369776
35,0.389915,0.364374
36,0.390208,0.362998
37,0.385335,0.356195
38,0.385310,0.356758
39,0.382768,0.355231
40,0.384343,0.355234
41,0.384659,0.354972
42,0.383007,0.356607
43,0.381366,0.356319
44,0.382064,0.358310
45,0.384426,0.357945
46,0.380668,0.353424
47,0.380974,0.354550
48,0.390824,0.367991
49,0.395977,0.375556
50,0.401686,0.389670
51,0.402098,0.393794
52,0.403430,0.398270
53,0.403664,0.403051
54,0.405285,0.410996
55,0.407891,0.412530
56,0.410879,0.422171
57,0.408640,0.420260
58,0.410899,0.425204
59,0.409779,0.417538
60,0.406296,0.411468
61,0.409032,0.416591
62,0.407998,0.414219
63,0.405934,0.409372
64,0.405561,0.405526
65,0.403672,0.402143
66,0.407589,0.412562
67,0.405612,0.406422
68,0.406988,0.407263
69,0.403378,0.396557
70,0.398481,0.390835
71,0.398131,0.390988
72,0.402572,0.400179
73,0.409020,0.411284
74,0.414832,0.424227
75,0.417756,0.426938
76,0.416257,0.428607
77,0.418376,0.431210
78,0.415219,0.427815
79,0.414841,0.427709
80,0.416677,0.428811
81,0.417868,0.430388
82,0.419836,0.433621
83,0.418166,0.433430
84,0.419499,0.439416
85,0.421467,0.444359
86,0.422644,0.451960
87,0.423689,0.452063
88,0.425340,0.449420
89,0.420127,0.440811
90,0.420815,0.442146
91,0.419473,0.435620
92,0.416591,0.428701
93,0.418353,0.430653
94,0.419208,0.436961
95,0.413981,0.432217
96,0.420507,0.439801
97,0.421537,0.445022
98,0.422574,0.445511
99,0.423504,0.446402
100,0.424507,0.448327
101,0.427667,0.452440
102,0.424923,0.451299
103,0.424896,0.449470
104,0.425419,0.448823
105,0.423899,0.446081
106,0.427580,0.452126
107,0.424443,0.446647
