epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.168440,0.168440,0.053888,0.053888,0.000000,0.000000
1,0.041712,0.041712,0.035385,0.035385,0.000000,0.000000
2,0.031827,0.031827,0.031013,0.031013,0.000000,0.000000
3,0.029197,0.029197,0.029411,0.029411,0.000000,0.000000
4,0.027785,0.027785,0.027393,0.027393,0.000000,0.000000
5,0.026678,0.026678,0.025952,0.025952,0.000000,0.000000
6,0.025914,0.025914,0.024774,0.024774,0.000000,0.000000
7,0.025298,0.025298,0.025010,0.025010,0.000000,0.000000
8,0.024789,0.024789,0.023978,0.023978,0.000000,0.000000
9,0.024382,0.024382,0.023306,0.023306,0.000000,0.000000
10,0.024156,0.024156,0.023212,0.023212,0.000000,0.000000
11,0.023971,0.023971,0.023048,0.023048,0.000000,0.000000
12,0.023805,0.023805,0.023075,0.023075,0.000000,0.000000
13,0.023610,0.023610,0.022982,0.022982,0.000000,0.000000
14,0.023525,0.023525,0.022410,0.022410,0.000000,0.000000
15,0.023402,0.023402,0.022532,0.022532,0.000000,0.000000
16,0.023343,0.023343,0.022806,0.022806,0.000000,0.000000
17,0.023216,0.023216,0.022064,0.022064,0.000000,0.000000
18,0.023128,0.023128,0.021860,0.021860,0.000000,0.000000
19,0.022997,0.022997,0.021676,0.021676,0.000000,0.000000
20,0.023010,0.023010,0.021602,0.021602,0.000000,0.000000
21,0.023021,0.023021,0.021775,0.021775,0.000000,0.000000
22,0.023009,0.023009,0.021906,0.021906,0.000000,0.000000
23,0.022798,0.022798,0.021665,0.021665,0.000000,0.000000
